"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2020-01-02 11:00:00","2020-01-02 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1063113,1063111,0.3346535,0,0
"2020-01-02 12:00:00","2020-01-02 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1129333,1129329,0.35549116666667,0,0
"2020-01-02 13:00:00","2020-01-02 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1262126,1262123,0.39728316666667,0,0
"2020-01-02 14:00:00","2020-01-02 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1228155,1228156,0.38658166666667,0,0
"2020-01-02 15:00:00","2020-01-02 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1243783,1243779,0.3914925,0,0
"2020-01-02 16:00:00","2020-01-02 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1353175,1353176,0.4259155,0,0
"2020-01-02 17:00:00","2020-01-02 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1501295,1501291,0.4725265,0,0
"2020-01-02 18:00:00","2020-01-02 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1715600,1715601,0.53996683333333,0,0
"2020-01-02 19:00:00","2020-01-02 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1907717,1907716,0.60042066666667,0,0
"2020-01-02 20:00:00","2020-01-02 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2096973,2096974,0.65997166666667,0,0
"2020-01-02 21:00:00","2020-01-02 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2115655,2115659,0.66583716666667,0,0
"2020-01-02 22:00:00","2020-01-02 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2241507,2241507,0.70542983333333,0,0
"2020-01-02 23:00:00","2020-01-03 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2396880,2396880,0.75431166666667,0,0
"2020-01-03 00:00:00","2020-01-03 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2560255,2560252,0.80570983333333,0,0
"2020-01-03 01:00:00","2020-01-03 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2610733,2610732,0.8215775,0,0
"2020-01-03 02:00:00","2020-01-03 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2595044,2595045,0.81662316666667,0,0
"2020-01-03 03:00:00","2020-01-03 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2481942,2481946,0.78101483333333,0,0
"2020-01-03 04:00:00","2020-01-03 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2417372,2417373,0.76067916666667,0,0
"2020-01-03 05:00:00","2020-01-03 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2378017,2378021,0.74827933333333,0,0
"2020-01-03 06:00:00","2020-01-03 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2443362,2443361,0.768825,0,0
"2020-01-03 07:00:00","2020-01-03 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2476883,2476882,0.77935583333333,0,0
"2020-01-03 08:00:00","2020-01-03 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2443007,2443006,0.76868016666667,0,0
"2020-01-03 09:00:00","2020-01-03 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2397172,2397173,0.7542425,0,0
"2020-01-03 10:00:00","2020-01-03 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2386194,2386194,0.75077216666667,0,0
"2020-01-03 11:00:00","2020-01-03 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2318974,2318975,0.72960716666667,0,0
"2020-01-03 12:00:00","2020-01-03 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2030566,2030561,0.638853,0,0
"2020-01-03 13:00:00","2020-01-03 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1915168,1915170,0.602534,0,0
"2020-01-03 14:00:00","2020-01-03 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2199360,2199364,0.69192883333333,0,0
"2020-01-03 15:00:00","2020-01-03 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2345178,2345175,0.737789,0,0
"2020-01-03 16:00:00","2020-01-03 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1550326,1550328,0.48771933333333,0,0
"2020-01-03 17:00:00","2020-01-03 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1293048,1293051,0.40677316666667,0,0
"2020-01-03 18:00:00","2020-01-03 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,820086,820084,0.25798116666667,0,0
"2020-01-03 19:00:00","2020-01-03 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,555512,555514,0.1747485,0,0
"2020-01-03 20:00:00","2020-01-03 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,527515,527517,0.16593766666667,0,0
"2020-01-03 21:00:00","2020-01-03 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,562443,562445,0.176921,0,0
"2020-01-03 22:00:00","2020-01-03 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,638191,638190,0.20074383333333,0,0
"2020-01-03 23:00:00","2020-01-04 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,634270,634276,0.19950616666667,0,0
"2020-01-04 00:00:00","2020-01-04 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,672364,672363,0.21148366666667,0,0
"2020-01-04 01:00:00","2020-01-04 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,932148,932149,0.29318933333333,0,0
"2020-01-04 02:00:00","2020-01-04 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1028948,1028946,0.323629,0,0
"2020-01-04 03:00:00","2020-01-04 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1028543,1028546,0.323495,0,0
"2020-01-04 04:00:00","2020-01-04 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1168226,1168226,0.3674195,0,0
"2020-01-04 05:00:00","2020-01-04 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1297762,1297762,0.40815116666667,0,0
"2020-01-04 06:00:00","2020-01-04 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1529121,1529120,0.4809045,0,0
"2020-01-04 07:00:00","2020-01-04 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1758699,1758702,0.55309416666667,0,0
"2020-01-04 08:00:00","2020-01-04 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1984259,1984260,0.6240175,0,0
"2020-01-04 09:00:00","2020-01-04 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2081880,2081878,0.65470416666667,0,0
"2020-01-04 10:00:00","2020-01-04 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2304551,2304551,0.7247135,0,0
"2020-01-04 11:00:00","2020-01-04 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2365825,2365828,0.74396633333333,0,0
"2020-01-04 12:00:00","2020-01-04 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2477422,2477422,0.77904266666667,0,0
"2020-01-04 13:00:00","2020-01-04 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2378725,2378726,0.747991,0,0
"2020-01-04 14:00:00","2020-01-04 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2063108,2063108,0.64873116666667,0,0
"2020-01-04 15:00:00","2020-01-04 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1623019,1623015,0.510337,0,0
"2020-01-04 16:00:00","2020-01-04 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1240794,1240797,0.39014316666667,0,0
"2020-01-04 17:00:00","2020-01-04 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,795448,795445,0.25010766666667,0,0
"2020-01-04 18:00:00","2020-01-04 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,454615,454616,0.14293866666667,0,0
"2020-01-04 19:00:00","2020-01-04 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,263014,263017,0.082694533333333,0,0
"2020-01-04 20:00:00","2020-01-04 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,139881,139882,0.043979083333333,0,0
"2020-01-04 21:00:00","2020-01-04 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,96272,96272,0.030267616666667,0,0
"2020-01-04 22:00:00","2020-01-04 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,71674,71675,0.02253385,0,0
"2020-01-04 23:00:00","2020-01-05 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,80513,80515,0.025312,0,0
"2020-01-05 00:00:00","2020-01-05 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,58549,58551,0.018406666666667,0,0
"2020-01-05 01:00:00","2020-01-05 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,39353,39355,0.012371665,0,0
"2020-01-05 02:00:00","2020-01-05 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,62870,62869,0.01976415,0,0
"2020-01-05 03:00:00","2020-01-05 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,104080,104081,0.03271825,0,0
"2020-01-05 04:00:00","2020-01-05 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,161681,161677,0.050824383333333,0,0
"2020-01-05 05:00:00","2020-01-05 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,203454,203455,0.06395435,0,0
"2020-01-05 06:00:00","2020-01-05 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,249562,249563,0.078446316666667,0,0
"2020-01-05 07:00:00","2020-01-05 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,282247,282246,0.088718733333333,0,0
"2020-01-05 08:00:00","2020-01-05 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,349408,349411,0.10982706666667,0,0
"2020-01-05 09:00:00","2020-01-05 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,437077,437071,0.13738033333333,0,0
"2020-01-05 10:00:00","2020-01-05 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,582011,582010,0.18293133333333,0,0
"2020-01-05 11:00:00","2020-01-05 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,729567,729567,0.22930466666667,0,0
"2020-01-05 12:00:00","2020-01-05 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,805256,805255,0.25308883333333,0,0
"2020-01-05 13:00:00","2020-01-05 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,793655,793658,0.24943716666667,0,0
"2020-01-05 14:00:00","2020-01-05 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,828354,828357,0.260337,0,0
"2020-01-05 15:00:00","2020-01-05 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,858061,858058,0.26966783333333,0,0
"2020-01-05 16:00:00","2020-01-05 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,815043,815045,0.256143,0,0
"2020-01-05 17:00:00","2020-01-05 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,822507,822507,0.258483,0,0
"2020-01-05 18:00:00","2020-01-05 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,921297,921295,0.28952283333333,0,0
"2020-01-05 19:00:00","2020-01-05 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,971618,971619,0.30533016666667,0,0
"2020-01-05 20:00:00","2020-01-05 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1025056,1025059,0.32211583333333,0,0
"2020-01-05 21:00:00","2020-01-05 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1044245,1044247,0.32813933333333,0,0
"2020-01-05 22:00:00","2020-01-05 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1000179,1000182,0.314285,0,0
"2020-01-05 23:00:00","2020-01-06 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,977945,977945,0.30729216666667,0,0
"2020-01-06 00:00:00","2020-01-06 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,840715,840717,0.2641655,0,0
"2020-01-06 01:00:00","2020-01-06 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,852404,852402,0.26783316666667,0,0
"2020-01-06 02:00:00","2020-01-06 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,731453,731451,0.22982416666667,0,0
"2020-01-06 03:00:00","2020-01-06 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,686724,686724,0.21576566666667,0,0
"2020-01-06 04:00:00","2020-01-06 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,739665,739664,0.23239416666667,0,0
"2020-01-06 05:00:00","2020-01-06 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,692463,692469,0.21755933333333,0,0
"2020-01-06 06:00:00","2020-01-06 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,797189,797190,0.250457,0,0
"2020-01-06 07:00:00","2020-01-06 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,993009,993009,0.3119725,0,0
"2020-01-06 08:00:00","2020-01-06 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1159736,1159730,0.364345,0,0
"2020-01-06 09:00:00","2020-01-06 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1240336,1240337,0.38965783333333,0,0
"2020-01-06 10:00:00","2020-01-06 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1460567,1460566,0.45883483333333,0,0
"2020-01-06 11:00:00","2020-01-06 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1669264,1669263,0.52438533333333,0,0
"2020-01-06 12:00:00","2020-01-06 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1747193,1747197,0.54885466666667,0,0
"2020-01-06 13:00:00","2020-01-06 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1585616,1585615,0.49808716666667,0,0
"2020-01-06 14:00:00","2020-01-06 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1342362,1342362,0.42166516666667,0,0
"2020-01-06 15:00:00","2020-01-06 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,988700,988699,0.31056583333333,0,0
"2020-01-06 16:00:00","2020-01-06 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,787547,787547,0.247375,0,0
"2020-01-06 17:00:00","2020-01-06 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,838477,838473,0.263367,0,0
"2020-01-06 18:00:00","2020-01-06 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1064756,1064754,0.33443416666667,0,0
"2020-01-06 19:00:00","2020-01-06 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1075132,1075133,0.3376865,0,0
"2020-01-06 20:00:00","2020-01-06 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1194506,1194506,0.37517183333333,0,0
"2020-01-06 21:00:00","2020-01-06 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1488818,1488815,0.46759966666667,0,0
"2020-01-06 22:00:00","2020-01-06 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1575487,1575490,0.49481,0,0
"2020-01-06 23:00:00","2020-01-07 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1377270,1377268,0.43254766666667,0,0
"2020-01-07 00:00:00","2020-01-07 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1133396,1133399,0.3559485,0,0
"2020-01-07 01:00:00","2020-01-07 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,930993,930989,0.29237666666667,0,0
"2020-01-07 02:00:00","2020-01-07 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,620538,620531,0.19487483333333,0,0
"2020-01-07 03:00:00","2020-01-07 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,519721,519719,0.16321066666667,0,0
"2020-01-07 04:00:00","2020-01-07 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,488983,488981,0.1535545,0,0
"2020-01-07 05:00:00","2020-01-07 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,454206,454204,0.14263066666667,0,0
"2020-01-07 06:00:00","2020-01-07 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,389691,389696,0.12236866666667,0,0
"2020-01-07 07:00:00","2020-01-07 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,285241,285248,0.089568233333333,0,0
"2020-01-07 08:00:00","2020-01-07 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,272577,272582,0.085589533333333,0,0
"2020-01-07 09:00:00","2020-01-07 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,444762,444762,0.13965283333333,0,0
"2020-01-07 10:00:00","2020-01-07 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,809697,809700,0.25423483333333,0,0
"2020-01-07 11:00:00","2020-01-07 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1310288,1310285,0.41140516666667,0,0
"2020-01-07 12:00:00","2020-01-07 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1780933,1780932,0.5591665,0,0
"2020-01-07 13:00:00","2020-01-07 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2128211,2128216,0.66818916666667,0,0
"2020-01-07 14:00:00","2020-01-07 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2112051,2112053,0.66310166666667,0,0
"2020-01-07 15:00:00","2020-01-07 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2001004,2001006,0.628224,0,0
"2020-01-07 16:00:00","2020-01-07 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2025399,2025395,0.63586883333333,0,0
"2020-01-07 17:00:00","2020-01-07 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2467139,2467138,0.7745355,0,0
"2020-01-07 18:00:00","2020-01-07 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2644224,2644226,0.8301125,0,0
"2020-01-07 19:00:00","2020-01-07 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2731161,2731163,0.85738616666667,0,0
"2020-01-07 20:00:00","2020-01-07 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2795435,2795438,0.87754466666667,0,0
"2020-01-07 21:00:00","2020-01-07 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2829356,2829357,0.8881745,0,0
"2020-01-07 22:00:00","2020-01-07 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2874635,2874635,0.90236916666667,0,0
"2020-01-07 23:00:00","2020-01-08 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2927028,2927028,0.91879566666667,0,0
"2020-01-08 00:00:00","2020-01-08 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2963387,2963385,0.93018883333333,0,0
"2020-01-08 01:00:00","2020-01-08 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2926289,2926288,0.9185245,0,0
"2020-01-08 02:00:00","2020-01-08 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2870475,2870474,0.90098633333333,0,0
"2020-01-08 03:00:00","2020-01-08 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2755122,2755121,0.864761,0,0
"2020-01-08 04:00:00","2020-01-08 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2542889,2542889,0.79812933333333,0,0
"2020-01-08 05:00:00","2020-01-08 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2308667,2308672,0.72459933333333,0,0
"2020-01-08 06:00:00","2020-01-08 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2156466,2156469,0.6768155,0,0
"2020-01-08 07:00:00","2020-01-08 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1936447,1936450,0.60774883333333,0,0
"2020-01-08 08:00:00","2020-01-08 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1802323,1802323,0.565642,0,0
"2020-01-08 09:00:00","2020-01-08 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1746107,1746105,0.54798733333333,0,0
"2020-01-08 10:00:00","2020-01-08 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1533161,1533164,0.48114783333333,0,0
"2020-01-08 11:00:00","2020-01-08 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1401990,1401989,0.43997316666667,0,0
"2020-01-08 12:00:00","2020-01-08 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1276001,1276001,0.400427,0,0
"2020-01-08 13:00:00","2020-01-08 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,972385,972384,0.30514166666667,0,0
"2020-01-08 14:00:00","2020-01-08 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,550645,550647,0.17279266666667,0,0
"2020-01-08 15:00:00","2020-01-08 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,358654,358648,0.11254351666667,0,0
"2020-01-08 16:00:00","2020-01-08 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,175480,175479,0.05506355,0,0
"2020-01-08 17:00:00","2020-01-08 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,99478,99479,0.03121435,0,0
"2020-01-08 18:00:00","2020-01-08 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,84159,84158,0.026407083333333,0,0
"2020-01-08 19:00:00","2020-01-08 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,34832,34830,0.010929153333333,0,0
"2020-01-08 20:00:00","2020-01-08 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,15948,15947,0.0050039066666667,0,0
"2020-01-08 21:00:00","2020-01-08 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,682,682,0.00021424133333333,0,0
"2020-01-08 22:00:00","2020-01-08 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,11880,11882,0.0037275716666667,0,0
"2020-01-08 23:00:00","2020-01-09 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,8715,8716,0.0027344418333333,0,0
"2020-01-09 00:00:00","2020-01-09 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,73174,73173,0.02295722,0,0
"2020-01-09 01:00:00","2020-01-09 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,214480,214480,0.0672883,0,0
"2020-01-09 02:00:00","2020-01-09 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,381436,381439,0.11966418333333,0,0
"2020-01-09 03:00:00","2020-01-09 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,663465,663467,0.20813766666667,0,0
"2020-01-09 04:00:00","2020-01-09 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1223953,1223957,0.38396216666667,0,0
"2020-01-09 05:00:00","2020-01-09 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1755413,1755415,0.55067283333333,0,0
