"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2018-01-02 04:00:00","2018-01-02 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,917697,917697,0.30100598931313,0,0
"2018-01-02 05:00:00","2018-01-02 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,944286,944286,0.30972725152969,0,0
"2018-01-02 06:00:00","2018-01-02 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,828983,828983,0.27190750837326,0,0
"2018-01-02 07:00:00","2018-01-02 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,770184,770184,0.25262126326561,0,0
"2018-01-02 08:00:00","2018-01-02 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,816984,816984,0.2679717540741,0,0
"2018-01-02 09:00:00","2018-01-02 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,840557,840557,0.27570375800133,0,0
"2018-01-02 10:00:00","2018-01-02 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,969853,969853,0.31811276078224,0,0
"2018-01-02 11:00:00","2018-01-02 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,969983,969983,0.31815525889397,0,0
"2018-01-02 12:00:00","2018-01-02 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1046044,1046044,0.34310325980186,0,0
"2018-01-02 13:00:00","2018-01-02 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1083082,1083082,0.3552517592907,0,0
"2018-01-02 14:00:00","2018-01-02 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1094323,1094323,0.35893899202347,0,0
"2018-01-02 15:00:00","2018-01-02 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1228559,1228559,0.40296849608421,0,0
"2018-01-02 16:00:00","2018-01-02 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1426226,1426226,0.46780323982239,0,0
"2018-01-02 17:00:00","2018-01-02 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1751973,1751973,0.57464849948883,0,0
"2018-01-02 18:00:00","2018-01-02 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2201531,2201531,0.72210347652435,0,0
"2018-01-02 19:00:00","2018-01-02 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2484941,2484941,0.81506198644638,0,0
"2018-01-02 20:00:00","2018-01-02 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2590801,2590801,0.84978377819061,0,0
"2018-01-02 21:00:00","2018-01-02 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2573206,2573206,0.84401273727417,0,0
"2018-01-02 22:00:00","2018-01-02 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2581208,2581208,0.84663724899292,0,0
"2018-01-02 23:00:00","2018-01-03 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2597041,2597041,0.85183000564575,0,0
"2018-01-03 00:00:00","2018-01-03 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2743940,2743940,0.90001302957535,0,0
"2018-01-03 01:00:00","2018-01-03 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2809280,2809280,0.92144423723221,0,0
"2018-01-03 02:00:00","2018-01-03 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2859203,2859203,0.93781876564026,0,0
"2018-01-03 03:00:00","2018-01-03 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2892235,2892235,0.94865298271179,0,0
"2018-01-03 04:00:00","2018-01-03 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2838905,2838905,0.93116074800491,0,0
"2018-01-03 05:00:00","2018-01-03 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2759998,2759998,0.90527898073196,0,0
"2018-01-03 06:00:00","2018-01-03 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2814875,2814875,0.92327851057053,0,0
"2018-01-03 07:00:00","2018-01-03 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2858216,2858216,0.9374942779541,0,0
"2018-01-03 08:00:00","2018-01-03 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2904985,2904985,0.95283401012421,0,0
"2018-01-03 09:00:00","2018-01-03 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2532669,2532669,0.83071452379227,0,0
"2018-01-03 10:00:00","2018-01-03 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2348336,2348336,0.77025300264359,0,0
"2018-01-03 11:00:00","2018-01-03 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2047786,2047786,0.67167276144028,0,0
"2018-01-03 12:00:00","2018-01-03 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2419998,2419998,0.79375773668289,0,0
"2018-01-03 13:00:00","2018-01-03 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2623303,2623303,0.86044198274612,0,0
"2018-01-03 14:00:00","2018-01-03 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2838355,2838355,0.93097823858261,0,0
"2018-01-03 15:00:00","2018-01-03 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2921548,2921548,0.95826548337936,0,0
"2018-01-03 16:00:00","2018-01-03 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2920067,2920067,0.95777922868729,0,0
"2018-01-03 17:00:00","2018-01-03 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2917556,2917556,0.95695573091507,0,0
"2018-01-03 18:00:00","2018-01-03 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2911406,2911406,0.95493847131729,0,0
"2018-01-03 19:00:00","2018-01-03 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2898407,2898407,0.95067477226257,0,0
"2018-01-03 20:00:00","2018-01-03 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2872189,2872189,0.9420747756958,0,0
"2018-01-03 21:00:00","2018-01-03 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2836618,2836618,0.93040722608566,0,0
"2018-01-03 22:00:00","2018-01-03 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2843322,2843322,0.93260622024536,0,0
"2018-01-03 23:00:00","2018-01-04 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2789514,2789514,0.91495698690414,0,0
"2018-01-04 00:00:00","2018-01-04 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2768392,2768392,0.90802848339081,0,0
"2018-01-04 01:00:00","2018-01-04 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2736559,2736559,0.89758723974228,0,0
"2018-01-04 02:00:00","2018-01-04 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2642254,2642254,0.86665552854538,0,0
"2018-01-04 03:00:00","2018-01-04 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2441995,2441995,0.80097073316574,0,0
"2018-01-04 04:00:00","2018-01-04 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2150699,2150699,0.70542597770691,0,0
"2018-01-04 05:00:00","2018-01-04 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1886320,1886320,0.61870974302292,0,0
"2018-01-04 06:00:00","2018-01-04 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1529461,1529461,0.50166022777557,0,0
"2018-01-04 07:00:00","2018-01-04 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1157798,1157798,0.37975573539734,0,0
"2018-01-04 08:00:00","2018-01-04 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,939330,939330,0.30809849500656,0,0
"2018-01-04 09:00:00","2018-01-04 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,766366,766366,0.25136649608612,0,0
"2018-01-04 10:00:00","2018-01-04 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,799161,799161,0.26212298870087,0,0
"2018-01-04 11:00:00","2018-01-04 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,736804,736804,0.24167025089264,0,0
"2018-01-04 12:00:00","2018-01-04 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,749010,749010,0.24567374587059,0,0
"2018-01-04 13:00:00","2018-01-04 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,932851,932851,0.30597326159477,0,0
"2018-01-04 14:00:00","2018-01-04 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1034963,1034963,0.33946549892426,0,0
"2018-01-04 15:00:00","2018-01-04 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1327735,1327735,0.43549400568008,0,0
"2018-01-04 16:00:00","2018-01-04 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1638081,1638081,0.53728675842285,0,0
"2018-01-04 17:00:00","2018-01-04 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1858510,1858510,0.60958701372147,0,0
"2018-01-04 18:00:00","2018-01-04 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2394857,2394857,0.7855070233345,0,0
"2018-01-04 19:00:00","2018-01-04 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2640857,2640857,0.86619424819946,0,0
"2018-01-04 20:00:00","2018-01-04 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2857370,2857370,0.93721002340317,0,0
"2018-01-04 21:00:00","2018-01-04 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2905293,2905293,0.95292800664902,0,0
"2018-01-04 22:00:00","2018-01-04 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2883184,2883184,0.94567626714706,0,0
"2018-01-04 23:00:00","2018-01-05 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2863060,2863060,0.93907552957535,0,0
"2018-01-05 00:00:00","2018-01-05 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2711092,2711092,0.88923048973083,0,0
"2018-01-05 01:00:00","2018-01-05 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2546652,2546652,0.83529424667358,0,0
"2018-01-05 02:00:00","2018-01-05 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2453031,2453031,0.80458700656891,0,0
"2018-01-05 03:00:00","2018-01-05 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2169096,2169096,0.71145677566528,0,0
"2018-01-05 04:00:00","2018-01-05 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1553894,1553894,0.50967222452164,0,0
"2018-01-05 05:00:00","2018-01-05 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1256161,1256161,0.41201674938202,0,0
"2018-01-05 06:00:00","2018-01-05 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1117958,1117958,0.36668649315834,0,0
"2018-01-05 07:00:00","2018-01-05 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,926096,926096,0.30375623703003,0,0
"2018-01-05 08:00:00","2018-01-05 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,707205,707205,0.2319607436657,0,0
"2018-01-05 09:00:00","2018-01-05 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,674267,674267,0.22115725278854,0,0
"2018-01-05 10:00:00","2018-01-05 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,638885,638885,0.20955224335194,0,0
"2018-01-05 11:00:00","2018-01-05 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,687549,687549,0.22551350295544,0,0
"2018-01-05 12:00:00","2018-01-05 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,753037,753037,0.24699324369431,0,0
"2018-01-05 13:00:00","2018-01-05 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,705617,705617,0.23143975436687,0,0
"2018-01-05 14:00:00","2018-01-05 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,685447,685447,0.22482424974442,0,0
"2018-01-05 15:00:00","2018-01-05 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,615286,615286,0.20181150734425,0,0
"2018-01-05 16:00:00","2018-01-05 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,557698,557698,0.18292275071144,0,0
"2018-01-05 17:00:00","2018-01-05 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,579475,579475,0.19006524980068,0,0
"2018-01-05 18:00:00","2018-01-05 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,696780,696780,0.22854125499725,0,0
"2018-01-05 19:00:00","2018-01-05 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,886333,886333,0.29071375727654,0,0
"2018-01-05 20:00:00","2018-01-05 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1102411,1102411,0.36158600449562,0,0
"2018-01-05 21:00:00","2018-01-05 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1275921,1275921,0.41849675774574,0,0
"2018-01-05 22:00:00","2018-01-05 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1381710,1381710,0.45319500565529,0,0
"2018-01-05 23:00:00","2018-01-06 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1440310,1440310,0.47241523861885,0,0
"2018-01-06 00:00:00","2018-01-06 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1480008,1480008,0.48543599247932,0,0
"2018-01-06 01:00:00","2018-01-06 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1126780,1126780,0.36957874894142,0,0
"2018-01-06 02:00:00","2018-01-06 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,717777,717777,0.23542749881744,0,0
"2018-01-06 03:00:00","2018-01-06 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,512016,512016,0.16793900728226,0,0
"2018-01-06 04:00:00","2018-01-06 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,369407,369407,0.12116374820471,0,0
"2018-01-06 05:00:00","2018-01-06 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,246791,246791,0.080946296453476,0,0
"2018-01-06 06:00:00","2018-01-06 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,136358,136358,0.044724751263857,0,0
"2018-01-06 07:00:00","2018-01-06 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,63163,63163,0.020717175677419,0,0
"2018-01-06 08:00:00","2018-01-06 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,27912,27912,0.0091549977660179,0,0
"2018-01-06 09:00:00","2018-01-06 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,47196,47196,0.015480049885809,0,0
"2018-01-06 10:00:00","2018-01-06 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,24289,24289,0.0079666702076793,0,0
"2018-01-06 11:00:00","2018-01-06 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,35314,35314,0.011582777835429,0,0
"2018-01-06 12:00:00","2018-01-06 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,125891,125891,0.0412915982306,0,0
"2018-01-06 13:00:00","2018-01-06 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,210937,210937,0.069186225533485,0,0
"2018-01-06 14:00:00","2018-01-06 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,415144,415144,0.13616499304771,0,0
"2018-01-06 15:00:00","2018-01-06 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,638796,638796,0.20952150225639,0,0
"2018-01-06 16:00:00","2018-01-06 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,672983,672983,0.22073474526405,0,0
"2018-01-06 17:00:00","2018-01-06 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,631939,631939,0.20727249979973,0,0
"2018-01-06 18:00:00","2018-01-06 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,683858,683858,0.22430150210857,0,0
"2018-01-06 19:00:00","2018-01-06 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,680959,680959,0.22335049510002,0,0
"2018-01-06 20:00:00","2018-01-06 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,699420,699420,0.22940574586391,0,0
"2018-01-06 21:00:00","2018-01-06 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,697916,697916,0.22891250252724,0,0
"2018-01-06 22:00:00","2018-01-06 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,780842,780842,0.25611174106598,0,0
"2018-01-06 23:00:00","2018-01-07 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1094664,1094664,0.35904324054718,0,0
"2018-01-07 00:00:00","2018-01-07 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1693762,1693762,0.5555437207222,0,0
"2018-01-07 01:00:00","2018-01-07 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1884183,1884183,0.61800050735474,0,0
"2018-01-07 02:00:00","2018-01-07 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2030440,2030440,0.66597175598145,0,0
"2018-01-07 03:00:00","2018-01-07 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1981970,1981970,0.65007400512695,0,0
"2018-01-07 04:00:00","2018-01-07 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1866517,1866517,0.61220574378967,0,0
"2018-01-07 05:00:00","2018-01-07 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1840345,1840345,0.60362148284912,0,0
"2018-01-07 06:00:00","2018-01-07 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1888208,1888208,0.61932027339935,0,0
"2018-01-07 07:00:00","2018-01-07 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1881907,1881907,0.61725348234177,0,0
"2018-01-07 08:00:00","2018-01-07 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1956857,1956857,0.6418365240097,0,0
"2018-01-07 09:00:00","2018-01-07 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2145280,2145280,0.703637778759,0,0
"2018-01-07 10:00:00","2018-01-07 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2354462,2354462,0.77224802970886,0,0
"2018-01-07 11:00:00","2018-01-07 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2424288,2424288,0.79515022039413,0,0
"2018-01-07 12:00:00","2018-01-07 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2443860,2443860,0.80156952142715,0,0
"2018-01-07 13:00:00","2018-01-07 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2482623,2482623,0.81428325176239,0,0
"2018-01-07 14:00:00","2018-01-07 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2355065,2355065,0.77244502305984,0,0
"2018-01-07 15:00:00","2018-01-07 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2155735,2155735,0.7070659995079,0,0
"2018-01-07 16:00:00","2018-01-07 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2136024,2136024,0.70060074329376,0,0
"2018-01-07 17:00:00","2018-01-07 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2198724,2198724,0.72116577625275,0,0
"2018-01-07 18:00:00","2018-01-07 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2239217,2239217,0.73444724082947,0,0
"2018-01-07 19:00:00","2018-01-07 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2223043,2223043,0.72914201021194,0,0
"2018-01-07 20:00:00","2018-01-07 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2166801,2166801,0.71069502830505,0,0
"2018-01-07 21:00:00","2018-01-07 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2154674,2154674,0.70671725273132,0,0
"2018-01-07 22:00:00","2018-01-07 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2236589,2236589,0.73358452320099,0,0
"2018-01-07 23:00:00","2018-01-08 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2234929,2234929,0.73304027318954,0,0
"2018-01-08 00:00:00","2018-01-08 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2230190,2230190,0.731485247612,0,0
"2018-01-08 01:00:00","2018-01-08 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2262698,2262698,0.74214774370193,0,0
"2018-01-08 02:00:00","2018-01-08 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2313389,2313389,0.75877374410629,0,0
"2018-01-08 03:00:00","2018-01-08 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2277486,2277486,0.74699777364731,0,0
"2018-01-08 04:00:00","2018-01-08 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2180096,2180096,0.71505451202393,0,0
"2018-01-08 05:00:00","2018-01-08 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2207714,2207714,0.72411274909973,0,0
"2018-01-08 06:00:00","2018-01-08 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2333687,2333687,0.76543074846268,0,0
"2018-01-08 07:00:00","2018-01-08 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2336879,2336879,0.7664777636528,0,0
"2018-01-08 08:00:00","2018-01-08 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2303724,2303724,0.7556032538414,0,0
"2018-01-08 09:00:00","2018-01-08 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2259777,2259777,0.74118852615356,0,0
"2018-01-08 10:00:00","2018-01-08 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2255454,2255454,0.73977023363113,0,0
"2018-01-08 11:00:00","2018-01-08 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2231899,2231899,0.73204451799393,0,0
"2018-01-08 12:00:00","2018-01-08 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2164061,2164061,0.70979374647141,0,0
"2018-01-08 13:00:00","2018-01-08 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2157351,2157351,0.70759326219559,0,0
"2018-01-08 14:00:00","2018-01-08 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2133742,2133742,0.69984924793243,0,0
"2018-01-08 15:00:00","2018-01-08 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2066038,2066038,0.67764300107956,0,0
"2018-01-08 16:00:00","2018-01-08 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2008671,2008671,0.65882700681686,0,0
"2018-01-08 17:00:00","2018-01-08 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1942807,1942807,0.63722401857376,0,0
"2018-01-08 18:00:00","2018-01-08 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1892567,1892567,0.620745241642,0,0
"2018-01-08 19:00:00","2018-01-08 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1777329,1777329,0.58294826745987,0,0
"2018-01-08 20:00:00","2018-01-08 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1743155,1743155,0.57173949480057,0,0
"2018-01-08 21:00:00","2018-01-08 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1846270,1846270,0.60555976629257,0,0
"2018-01-08 22:00:00","2018-01-08 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1719481,1719481,0.56397426128387,0,0
"2018-01-08 23:00:00","2018-01-09 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1507377,1507377,0.49440601468086,0,0
"2018-01-09 00:00:00","2018-01-09 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1324154,1324154,0.43431049585342,0,0
"2018-01-09 01:00:00","2018-01-09 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1264008,1264008,0.4145829975605,0,0
"2018-01-09 02:00:00","2018-01-09 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1308766,1308766,0.42926299571991,0,0
