"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2020-12-31 23:00:00","2021-01-01 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,82893,82894,0.02199205,0,0
"2021-01-01 00:00:00","2021-01-01 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,95907,95906,0.025443966666667,0,0
"2021-01-01 01:00:00","2021-01-01 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,122117,122117,0.0323964,0,0
"2021-01-01 02:00:00","2021-01-01 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,87352,87353,0.02317305,0,0
"2021-01-01 03:00:00","2021-01-01 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,59687,59687,0.015833566666667,0,0
"2021-01-01 04:00:00","2021-01-01 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,53360,53359,0.014154633333333,0,0
"2021-01-01 05:00:00","2021-01-01 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,78432,78435,0.020804833333333,0,0
"2021-01-01 06:00:00","2021-01-01 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,66342,66342,0.01759725,0,0
"2021-01-01 07:00:00","2021-01-01 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,51670,51669,0.013705233333333,0,0
"2021-01-01 08:00:00","2021-01-01 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,82931,82930,0.02199605,0,0
"2021-01-01 09:00:00","2021-01-01 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,66652,66653,0.017677833333333,0,0
"2021-01-01 10:00:00","2021-01-01 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,99583,99584,0.02641105,0,0
"2021-01-01 11:00:00","2021-01-01 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,168966,168967,0.044811233333333,0,0
"2021-01-01 12:00:00","2021-01-01 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,266906,266904,0.070783733333333,0,0
"2021-01-01 13:00:00","2021-01-01 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,262755,262757,0.069680933333333,0,0
"2021-01-01 14:00:00","2021-01-01 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,233661,233661,0.0619636,0,0
"2021-01-01 15:00:00","2021-01-01 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,224996,224996,0.0596637,0,0
"2021-01-01 16:00:00","2021-01-01 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,266168,266163,0.0705796,0,0
"2021-01-01 17:00:00","2021-01-01 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,297315,297315,0.07883635,0,0
"2021-01-01 18:00:00","2021-01-01 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,326974,326975,0.08669795,0,0
"2021-01-01 19:00:00","2021-01-01 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,275828,275831,0.073134233333333,0,0
"2021-01-01 20:00:00","2021-01-01 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,249725,249727,0.0662114,0,0
"2021-01-01 21:00:00","2021-01-01 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,236032,236033,0.062578916666667,0,0
"2021-01-01 22:00:00","2021-01-01 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,251448,251448,0.066663966666667,0,0
"2021-01-01 23:00:00","2021-01-02 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,227277,227277,0.060254066666667,0,0
"2021-01-02 00:00:00","2021-01-02 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,249863,249859,0.06623985,0,0
"2021-01-02 01:00:00","2021-01-02 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,217365,217369,0.0576228,0,0
"2021-01-02 02:00:00","2021-01-02 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,185583,185581,0.0491959,0,0
"2021-01-02 03:00:00","2021-01-02 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,169554,169553,0.044945366666667,0,0
"2021-01-02 04:00:00","2021-01-02 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,194235,194237,0.051486416666667,0,0
"2021-01-02 05:00:00","2021-01-02 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,154242,154245,0.040884066666667,0,0
"2021-01-02 06:00:00","2021-01-02 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,119631,119630,0.03170885,0,0
"2021-01-02 07:00:00","2021-01-02 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,138639,138642,0.036746133333333,0,0
"2021-01-02 08:00:00","2021-01-02 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,120413,120416,0.03191435,0,0
"2021-01-02 09:00:00","2021-01-02 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,124733,124733,0.0330582,0,0
"2021-01-02 10:00:00","2021-01-02 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,133044,133044,0.03525985,0,0
"2021-01-02 11:00:00","2021-01-02 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,124078,124075,0.032882583333333,0,0
"2021-01-02 12:00:00","2021-01-02 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,102441,102439,0.0271476,0,0
"2021-01-02 13:00:00","2021-01-02 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,78236,78235,0.020732733333333,0,0
"2021-01-02 14:00:00","2021-01-02 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,15485,15485,0.0041034533333333,0,0
"2021-01-02 15:00:00","2021-01-02 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-02 16:00:00","2021-01-02 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-02 17:00:00","2021-01-02 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3751,3751,0.000993925,0,0
"2021-01-02 18:00:00","2021-01-02 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5891,5892,0.0015609716666667,0,0
"2021-01-02 19:00:00","2021-01-02 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-02 20:00:00","2021-01-02 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-02 21:00:00","2021-01-02 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-02 22:00:00","2021-01-02 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,0,0,0,0,0
"2021-01-02 23:00:00","2021-01-03 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,19200,19201,0.00508655,0,0
"2021-01-03 00:00:00","2021-01-03 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,30321,30323,0.008032555,0,0
"2021-01-03 01:00:00","2021-01-03 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,32307,32306,0.0085582316666667,0,0
"2021-01-03 02:00:00","2021-01-03 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,56691,56692,0.015017283333333,0,0
"2021-01-03 03:00:00","2021-01-03 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,66276,66277,0.017555716666667,0,0
"2021-01-03 04:00:00","2021-01-03 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,79627,79625,0.021091566666667,0,0
"2021-01-03 05:00:00","2021-01-03 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,156979,156980,0.041579066666667,0,0
"2021-01-03 06:00:00","2021-01-03 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,234911,234911,0.062219,0,0
"2021-01-03 07:00:00","2021-01-03 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,272443,272443,0.072157716666667,0,0
"2021-01-03 08:00:00","2021-01-03 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,302187,302187,0.08003305,0,0
"2021-01-03 09:00:00","2021-01-03 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,439634,439631,0.11643148333333,0,0
"2021-01-03 10:00:00","2021-01-03 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,631653,631654,0.16728,0,0
"2021-01-03 11:00:00","2021-01-03 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,877485,877483,0.232377,0,0
"2021-01-03 12:00:00","2021-01-03 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1287889,1287887,0.34105016666667,0,0
"2021-01-03 13:00:00","2021-01-03 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1765155,1765159,0.4674225,0,0
"2021-01-03 14:00:00","2021-01-03 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1945388,1945390,0.5151335,0,0
"2021-01-03 15:00:00","2021-01-03 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2193309,2193311,0.58076466666667,0,0
"2021-01-03 16:00:00","2021-01-03 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2014569,2014570,0.53341983333333,0,0
"2021-01-03 17:00:00","2021-01-03 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2152477,2152478,0.569918,0,0
"2021-01-03 18:00:00","2021-01-03 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2268938,2268936,0.60073566666667,0,0
"2021-01-03 19:00:00","2021-01-03 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2336126,2336128,0.61850566666667,0,0
"2021-01-03 20:00:00","2021-01-03 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2422976,2422972,0.64147983333333,0,0
"2021-01-03 21:00:00","2021-01-03 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2539715,2539716,0.67236616666667,0,0
"2021-01-03 22:00:00","2021-01-03 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2537720,2537719,0.6718175,0,0
"2021-01-03 23:00:00","2021-01-04 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2428018,2428016,0.642756,0,0
"2021-01-04 00:00:00","2021-01-04 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2478337,2478336,0.656057,0,0
"2021-01-04 01:00:00","2021-01-04 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2576092,2576092,0.68191366666667,0,0
"2021-01-04 02:00:00","2021-01-04 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2698346,2698347,0.71425366666667,0,0
"2021-01-04 03:00:00","2021-01-04 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2778015,2778015,0.73532,0,0
"2021-01-04 04:00:00","2021-01-04 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2851163,2851163,0.75465866666667,0,0
"2021-01-04 05:00:00","2021-01-04 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2936450,2936453,0.77720916666667,0,0
"2021-01-04 06:00:00","2021-01-04 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3003293,3003291,0.7948765,0,0
"2021-01-04 07:00:00","2021-01-04 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3008787,3008786,0.79630666666667,0,0
"2021-01-04 08:00:00","2021-01-04 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3000962,3000967,0.79421116666667,0,0
"2021-01-04 09:00:00","2021-01-04 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3088953,3088951,0.817473,0,0
"2021-01-04 10:00:00","2021-01-04 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3187565,3187565,0.843545,0,0
"2021-01-04 11:00:00","2021-01-04 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3160348,3160348,0.83631666666667,0,0
"2021-01-04 12:00:00","2021-01-04 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3041153,3041154,0.80475,0,0
"2021-01-04 13:00:00","2021-01-04 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3046452,3046453,0.80612766666667,0,0
"2021-01-04 14:00:00","2021-01-04 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3021681,3021683,0.79954866666667,0,0
"2021-01-04 15:00:00","2021-01-04 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2819904,2819907,0.74613533333333,0,0
"2021-01-04 16:00:00","2021-01-04 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2668789,2668791,0.70612933333333,0,0
"2021-01-04 17:00:00","2021-01-04 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2731377,2731375,0.72266683333333,0,0
"2021-01-04 18:00:00","2021-01-04 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2757593,2757596,0.729581,0,0
"2021-01-04 19:00:00","2021-01-04 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2738783,2738785,0.7245825,0,0
"2021-01-04 20:00:00","2021-01-04 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2687227,2687225,0.7109205,0,0
"2021-01-04 21:00:00","2021-01-04 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2516363,2516363,0.66569816666667,0,0
"2021-01-04 22:00:00","2021-01-04 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2385495,2385492,0.631058,0,0
"2021-01-04 23:00:00","2021-01-05 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2330737,2330737,0.61655333333333,0,0
"2021-01-05 00:00:00","2021-01-05 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2246133,2246128,0.594155,0,0
"2021-01-05 01:00:00","2021-01-05 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2218924,2218921,0.58693966666667,0,0
"2021-01-05 02:00:00","2021-01-05 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2055776,2055774,0.543768,0,0
"2021-01-05 03:00:00","2021-01-05 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1964404,1964407,0.51958366666667,0,0
"2021-01-05 04:00:00","2021-01-05 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1999547,1999551,0.52886266666667,0,0
"2021-01-05 05:00:00","2021-01-05 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2041221,2041221,0.53986866666667,0,0
