date,avg_wind_speed_all_stations,avg_wind_speed_cubed,wind_direction_sin,wind_direction_cos,installed_wind_capacity_mw,predicted_wind_generation_kwh,Actual Energy created (kWh),error_kwh,absolute_error_kwh,percentage_error
2022-03-01,2.6750833333333333,19.143085836979743,0.5884207405908806,-0.8085549035424122,9000,1253155.4080420153,3081035,-1827879.5919579847,1827879.5919579847,59.3268038810979
2022-03-02,3.9271666666666665,60.56726997475462,0.9890245181407435,0.1477514890499249,9000,7364152.904409897,15835589,-8471436.095590103,8471436.095590103,53.49618568396858
2022-03-03,4.390916666666667,84.65752834222859,0.9786691474157052,-0.2054426924877513,9000,13208899.771108532,24322039,-11113139.228891468,11113139.228891468,45.69164299461681
2022-03-04,4.440416666666667,87.55302831257234,0.931542771275338,-0.3636317715555993,9000,13785267.864900649,25202098,-11416830.135099351,11416830.135099351,45.3011099913164
2022-03-05,4.1531666666666665,71.63711362758795,0.93673442597677,0.3500408764558374,9000,9739827.762159815,19551558,-9811730.237840185,9811730.237840185,50.18387914579587
2022-03-06,5.441999999999999,161.16681088799993,0.6930796176624414,0.7208610431843879,9000,21405433.16617256,34374484,-12969050.83382744,12969050.83382744,37.72871422252459
2022-03-07,3.6049166666666665,46.847421193853584,0.9999320386389352,0.0116583919724508,9000,5447216.695430061,16864089,-11416872.30456994,11416872.30456994,67.69931245364003
2022-03-08,5.5495,170.907675412375,0.7256555729840173,-0.6880581293737017,9000,19653427.73548787,40214992,-20561564.26451213,20561564.26451213,51.129101964043976
2022-03-09,4.559916666666667,94.81361769499944,0.4880835034581827,-0.872796937237973,9000,11917329.071033476,15848526,-3931196.928966524,3931196.928966524,24.804811052879767
2022-03-10,4.70625,104.2377385253906,0.6432842230506514,-0.7656274605668999,9000,12322039.370245136,19420437,-7098397.629754864,7098397.629754864,36.551173538241514
2022-03-11,7.180000000000001,370.1462320000001,0.670260211617037,-0.7421261676582256,9000,34580041.538780846,73974650,-39394608.461219154,39394608.461219154,53.2542005419683
2022-03-12,6.19825,238.1262469571406,0.2114452982939317,-0.9773898330908656,9000,26243332.970094457,43943666,-17700333.029905543,17700333.029905543,40.27960031806528
2022-03-13,6.0142500000000005,217.54265801864068,0.4003361888246791,-0.9163683407436832,9000,24598057.483790744,38433410,-13835352.516209256,13835352.516209256,35.998243497543555
2022-03-14,4.210583333333333,74.64948247290681,-0.6948221031849608,-0.7191816494639082,9000,9006024.25102916,24094276,-15088251.74897084,15088251.74897084,62.62172703994443
2022-03-15,2.7246666666666663,20.22740340829629,0.5683295817655674,-0.8228010005403343,9000,1278347.461404342,2235793,-957445.538595658,957445.538595658,42.82353234828349
2022-03-16,5.382666666666666,155.95254199229626,0.6993154228837161,-0.7148132198812284,9000,19359207.23645647,39760766,-20401558.76354353,20401558.76354353,51.31077898132931
2022-03-17,5.709833333333333,186.1531094258287,-0.992469190998678,-0.1224945097481088,9000,18726129.35662853,50811314,-32085184.64337147,32085184.64337147,63.14574868772627
2022-03-18,3.539416666666667,44.33993731355151,0.8457020917395638,0.5336552932627263,9000,5361882.911235115,15381167,-10019284.088764885,10019284.088764885,65.13994737047511
2022-03-19,6.5183333333333335,276.9553103287037,0.9711329378401916,0.2385389214402517,9000,28853778.848827604,68950030,-40096251.1511724,40096251.1511724,58.152623213031816
2022-03-20,5.093583333333333,132.15093719205265,0.97452879180359,-0.2242624220546885,9000,16401082.163807375,52450619,-36049536.83619262,36049536.83619262,68.73043163931511
2022-03-21,2.9448333333333334,25.53772235791204,0.6110898893621216,-0.7915612087004958,9000,2720248.8028334444,3427228,-706979.1971665556,706979.1971665556,20.628309443274727
2022-03-22,2.482666666666667,15.302248125629632,0.9984790268549384,-0.0551328661581775,9000,954811.7456134812,1929372,-974560.2543865188,974560.2543865188,50.51178592757223
2022-03-23,2.533,16.251953436999997,0.9084186512730348,0.4180616629389501,9000,991740.1291053214,2709897,-1718156.8708946786,1718156.8708946786,63.40303232538649
2022-03-24,2.38375,13.545096958984375,0.4389314822098606,0.8985205361732446,9000,949747.9361797714,2876937,-1927189.0638202284,1927189.0638202284,66.98753096853454
2022-03-25,3.02825,27.76995510776562,0.5081453495123378,0.8612713299355692,9000,2792548.639705028,7431475,-4638926.360294972,4638926.360294972,62.42268675188939
2022-03-26,3.4621666666666666,41.49960013850463,0.4202279942334669,0.9074185543962154,9000,4725704.055043226,15735890,-11010185.944956774,11010185.944956774,69.96862551121528
2022-03-27,3.7511666666666663,52.78360906408797,0.6623713767043281,0.749175653183426,9000,6511853.9633736955,14390510,-7878656.0366263045,7878656.0366263045,54.7489702354281
2022-03-28,2.54525,16.48888687095313,0.5492396009022785,0.8356649213654394,9000,1374203.095419095,4237584,-2863380.904580905,2863380.904580905,67.57107126562931
2022-03-29,3.3745,38.42627596862499,0.8134313473965318,0.5816609348002175,9000,4628067.502096299,10400878,-5772810.497903701,5772810.497903701,55.503107505959605
2022-03-30,4.204916666666667,74.34849470635359,0.7207989396150637,0.6931442048014249,9000,8908051.900000103,24987698,-16079646.099999897,16079646.099999897,64.35024987095609
2022-03-31,8.422416666666667,597.4618344395307,0.5571328241469039,0.8304233957795837,9000,47168803.96924741,67639756,-20470952.03075259,20470952.03075259,30.264674566171696
2022-04-01,9.175833333333332,772.5677050526621,0.6730425263328833,0.7396037842976806,9000,62635677.2486822,98567429,-35931751.7513178,35931751.7513178,36.45398091018261
2022-04-02,5.925,208.000828125,0.5054530379852147,0.8628541165176864,9000,22116496.171898022,46575101,-24458604.828101978,24458604.828101978,52.514335563334534
2022-04-03,4.10425,69.1355497455156,-0.9022196667553976,0.4312767938572389,9000,9955585.007480266,19620261,-9664675.992519734,9664675.992519734,49.2586515160004
2022-04-04,9.640333333333333,895.9342768133702,-0.9451945073710768,-0.3265077996549964,9000,66001226.21469744,95636112,-29634885.785302557,29634885.785302557,30.987129407040886
2022-04-05,6.733083333333334,305.2403682995215,-0.9931635949417013,-0.1167307743591052,9000,31817248.307433657,58292330,-26475081.692566343,26475081.692566343,45.41777913589377
2022-04-06,10.564666666666666,1179.145496421629,-0.7732440135520342,-0.6341085833719188,9000,74021603.95191275,108200375,-34178771.048087254,34178771.048087254,31.588403504227465
2022-04-07,12.374833333333331,1895.0386650937453,-0.9541503499437964,-0.2993277629992426,9000,81542748.92405988,112905348,-31362599.075940117,31362599.075940117,27.77777991166558
2022-04-08,6.694,299.955703384,-0.8751898773770374,0.4837795763948354,9000,30659505.57808266,57849555,-27190049.42191734,27190049.42191734,47.00131128392836
2022-04-09,7.721583333333333,460.38279846480265,-0.8525210706915424,0.5226928582130678,9000,40215697.1275997,69030738,-28815040.8724003,28815040.8724003,41.742333498448616
2022-04-10,3.62425,47.60520533551564,-0.9602578368797984,0.2791144688312131,9000,7315179.193516227,19664055,-12348875.806483772,12348875.806483772,62.79923345659769
2022-04-11,4.59275,96.87649498142186,0.9459415344394384,-0.3243371909330793,9000,15867234.40679916,27665946,-11798711.59320084,11798711.59320084,42.64705639633953
2022-04-12,4.712999999999999,104.68689509699996,0.6390083927169834,-0.7691997621146651,9000,12305949.945800692,26738235,-14432285.054199308,14432285.054199308,53.976206934374346
2022-04-13,3.8925,58.97743270312501,-0.828506213906482,-0.5599798688509674,9000,7972911.994867057,9712034,-1739122.0051329434,1739122.0051329434,17.906877232235217
2022-04-14,2.9995,26.986502249874995,-0.9290539110135476,0.3699443612631922,9000,3157972.0858741086,11275142,-8117169.914125891,8117169.914125891,71.99173113851596
2022-04-15,3.234,33.823616904,0.7114087017990571,0.7027785277059767,9000,3569519.4753782316,9350542,-5781022.524621768,5781022.524621768,61.825534013127445
2022-04-16,4.154166666666667,71.6888724681713,0.9934160747550552,-0.1145622207285558,9000,9857996.949849663,26212077,-16354080.050150337,16354080.050150337,62.391393288484295
2022-04-17,4.1045,69.14818416612499,0.7772290235561584,-0.6292178040567039,9000,7649994.496689571,17270480,-9620485.503310429,9620485.503310429,55.70479513777514
2022-04-18,3.421583333333333,40.05727162521932,0.4316538831690234,-0.9020393146338485,9000,4963535.512462733,9215534,-4251998.487537267,4251998.487537267,46.13946937353025
2022-04-19,4.156000000000001,71.78382841600003,0.8521887448296834,0.5232345011422782,9000,9763655.59229435,30350615,-20586959.40770565,20586959.40770565,67.83045222545128
2022-04-20,5.1185,134.099797756625,0.9027794764162852,0.4301037281418727,9000,14876194.394189507,42138852,-27262657.605810493,27262657.605810493,64.69720059248527
2022-04-21,5.420583333333334,159.27150223311523,0.892095795884138,0.4518463134361576,9000,20940064.737408355,51713024,-30772959.262591645,30772959.262591645,59.50717417452061
2022-04-22,6.8220833333333335,317.5053593111256,0.9338017211218456,0.3577909244655023,9000,33592217.4119624,72198200,-38605982.5880376,38605982.5880376,53.47222311364771
2022-04-23,7.559833333333333,432.05263982999526,0.9685289466312892,0.248900943222973,9000,40427108.33045651,85484526,-45057417.66954349,45057417.66954349,52.708273389202034
2022-04-24,7.075333333333333,354.19360485837035,0.6778747596607265,0.7351774005061038,9000,33718732.35080981,78443077,-44724344.64919019,44724344.64919019,57.01503097486881
