Location;Date;DDVEC;FHVEC;FG;FHX;FHXN;FHN;FHNH
  225;20170101;  212;   81;   95;  130;    2;   10;   22
  225;20170102;  346;   78;   85;  110;    8;   60;   15
  225;20170103;  277;  113;  114;  130;   17;   90;    1
  225;20170104;  331;  126;  131;  160;    9;   80;   22
  225;20170105;   59;   39;   54;  110;    1;   20;   21
  225;20170106;  167;   50;   52;   80;   22;   30;    1
  225;20170107;  222;   50;   79;  120;    7;   40;   15
  225;20170108;  312;   18;   31;   50;    2;   10;   15
  225;20170109;  192;   74;   78;  120;   20;   30;    1
  225;20170110;  241;   48;   58;   80;    3;   40;   10
  225;20170111;  262;  127;  148;  170;   14;   90;    1
  225;20170112;  266;   72;  104;  160;    1;   30;   19
  225;20170113;  315;  120;  138;  170;   18;   80;   16
  225;20170114;  330;  108;  116;  150;    1;   90;   23
  225;20170115;  349;   30;   42;   80;    2;   20;    9
  225;20170116;   77;   38;   43;   60;   12;   30;    3
  225;20170117;  137;   23;   25;   40;    1;   10;   24
  225;20170118;  127;   20;   21;   40;    3;   10;   15
  225;20170119;   97;   21;   23;   50;   24;    0;   12
  225;20170120;   85;   48;   49;   70;   17;   40;    1
  225;20170121;   89;   50;   51;   90;   11;   20;   22
  225;20170122;  190;    6;   33;   50;   15;   10;   11
  225;20170123;  207;   28;   35;   50;   12;   20;    2
  225;20170124;  177;    3;   30;   50;    1;   10;    8
  225;20170125;  142;   27;   30;   40;    1;   20;    5
  225;20170126;  130;   31;   32;   40;    3;   20;   17
  225;20170127;  139;   47;   49;   70;   10;   30;    2
  225;20170128;  173;   68;   73;   90;   22;   60;    1
  225;20170129;  191;   74;   78;  110;   10;   50;   17
  225;20170130;   25;   17;   58;   70;    2;   20;   21
  225;20170131;   96;   28;   40;   60;    6;   20;    1
  225;20170201;  141;   59;   60;   70;   15;   50;    1
  225;20170202;  152;   64;   64;   80;   13;   50;    3
  225;20170203;  171;   48;   52;   70;    3;   30;   15
  225;20170204;  156;   20;   49;  100;    4;   10;   20
  225;20170205;   11;    7;   31;   50;    9;   10;    6
  225;20170206;   88;   20;   25;   40;    9;    0;    6
  225;20170207;   92;   74;   74;   90;   20;   50;    1
  225;20170208;   71;   94;   94;  110;    2;   80;   21
  225;20170209;   79;   92;   93;  110;   20;   80;    4
  225;20170210;   81;   72;   73;   80;    1;   60;   13
  225;20170211;   71;   82;   83;  110;   23;   50;    9
  225;20170212;   84;  107;  108;  120;    1;  100;    3
  225;20170213;   90;  106;  106;  120;    1;   90;   23
  225;20170214;  107;   50;   54;   80;    1;   30;   17
  225;20170215;  166;   45;   53;   90;   23;   30;   13
  225;20170216;  223;   78;   80;  100;    1;   70;   11
  225;20170217;  282;   53;   57;  100;    3;   10;   21
  225;20170218;  204;   43;   45;   80;   22;   20;    1
  225;20170219;  231;   77;   78;  110;    6;   40;   16
  225;20170220;  232;   91;   97;  110;    5;   80;    1
  225;20170221;  240;   76;   84;  150;   24;   50;   14
  225;20170222;  239;  107;  110;  160;    2;   60;   24
  225;20170223;  247;  129;  160;  220;   17;   40;    3
  225;20170224;  297;   61;   71;  130;    3;   40;   20
  225;20170225;  210;  120;  120;  150;   17;   70;    1
  225;20170226;  213;  133;  133;  150;   18;  120;   14
  225;20170227;  197;  123;  127;  170;   24;   90;   15
  225;20170228;  224;  117;  121;  160;    4;   80;   20
  225;20170301;  227;   59;   69;   90;   20;   50;    2
  225;20170302;  250;  111;  119;  200;    5;   70;    2
  225;20170303;  156;   53;   60;   90;    2;   40;   13
  225;20170304;  181;   48;   55;   80;   14;   30;   17
  225;20170305;  190;   83;   89;  120;    3;   50;   19
  225;20170306;  290;   11;   35;   60;   16;   20;    7
  225;20170307;  277;   29;   38;   60;    2;   10;    6
  225;20170308;  212;   48;   70;  110;   12;   30;   20
  225;20170309;  266;   51;   75;  110;   14;   40;    6
  225;20170310;  239;   14;   29;   50;    1;   10;   16
  225;20170311;  125;   28;   32;   60;    6;   10;   13
  225;20170312;  102;   35;   38;   50;    2;   20;   15
  225;20170313;  285;   22;   34;   50;    7;   10;    3
  225;20170314;  227;   72;   73;  100;   13;   50;    1
  225;20170315;  261;   26;   33;   60;    1;   20;   13
  225;20170316;  220;   55;   60;   80;   13;   40;    1
  225;20170317;  249;   95;  106;  160;   22;   60;    3
  225;20170318;  248;   75;   79;  160;    1;   20;   17
  225;20170319;  229;  121;  121;  140;    7;   70;    1
  225;20170320;  226;  122;  125;  180;   16;   60;   22
  225;20170321;  240;   94;  102;  120;    7;   80;    1
  225;20170322;  151;   50;   55;   80;   13;   30;   19
  225;20170323;   74;   80;   81;  120;   21;   40;    1
  225;20170324;   68;   92;   93;  120;   14;   80;    1
  225;20170325;   61;   73;   75;   90;   14;   60;    5
  225;20170326;   74;   68;   68;   90;    2;   50;    7
  225;20170327;   85;   42;   44;   70;    1;   10;   19
  225;20170328;  212;   42;   49;  100;   21;   20;    4
  225;20170329;  219;   87;   88;  110;    2;   60;   21
  225;20170330;  192;   57;   62;   90;    8;   30;   19
  225;20170331;  197;   61;   70;  110;   14;   50;   24
  225;20170401;  186;   41;   48;   60;    9;   40;    1
  225;20170402;  287;   17;   44;   60;    2;   30;   11
  225;20170403;  121;    6;   21;   40;   23;   10;    4
  225;20170404;  265;    7;   37;   50;    3;   20;   23
  225;20170405;  334;   74;   75;  100;   23;   50;    1
  225;20170406;  323;   51;   67;  110;    1;   30;   20
  225;20170407;  282;   44;   49;   80;    1;   20;   20
  225;20170408;  313;   19;   30;   40;    6;   10;   22
  225;20170409;  203;   32;   45;  100;   24;   20;   13
  225;20170410;  315;   75;   77;  100;    4;   50;   11
  225;20170411;  249;   74;   79;  100;   19;   50;    1
  225;20170412;  259;   94;   98;  120;   12;   60;   23
  225;20170413;  289;   72;   77;  110;    4;   50;   24
  225;20170414;  242;   76;   80;  110;   22;   50;    1
  225;20170415;  283;  100;  103;  120;    1;   80;   18
  225;20170416;  297;   66;   68;  110;    9;   10;   23
  225;20170417;  355;   75;   80;  110;   16;   10;    1
  225;20170418;   23;   50;   65;   90;   16;   30;   12
  225;20170419;   57;   18;   29;   60;    1;   10;    8
  225;20170420;  221;   59;   65;   90;   14;   20;    1
  225;20170421;  266;   55;   69;   90;   15;   40;    7
  225;20170422;  334;   86;   87;  100;   15;   60;    1
  225;20170423;  293;   39;   65;   80;    1;   40;   14
  225;20170424;  244;   83;   92;  130;    4;   30;   20
  225;20170425;  300;   86;  100;  140;    5;   40;   22
  225;20170426;  357;   42;   54;   90;   15;   30;    1
  225;20170427;  268;   54;   66;  100;   21;   10;    5
  225;20170428;  319;   51;   53;   70;    1;   30;    4
  225;20170429;   19;   11;   42;   70;   19;   20;    7
  225;20170430;  104;   75;   76;  100;   16;   40;    2
  225;20170501;  128;   29;   45;   90;    1;   20;   17
  225;20170502;   41;   43;   52;   80;   16;   20;    2
  225;20170503;   63;   68;   71;   90;   12;   50;    1
  225;20170504;   60;  100;  101;  120;    9;   80;    1
  225;20170505;   68;   74;   77;  110;    5;   50;   22
  225;20170506;   66;   74;   78;  100;   12;   60;    1
  225;20170507;  345;   68;   71;   90;   24;   40;    2
  225;20170508;    2;   74;   80;  120;   16;   50;   10
  225;20170509;  352;   42;   47;   70;   15;   30;    3
  225;20170510;    3;   17;   39;   70;   18;   20;    1
  225;20170511;   89;   50;   56;   90;   10;   20;   22
  225;20170512;  175;   30;   36;   60;   11;   10;   15
  225;20170513;  204;   52;   57;   80;   17;   40;    1
  225;20170514;  210;   55;   63;  100;   14;   40;   19
  225;20170515;  202;   50;   55;   70;    3;   30;   13
  225;20170516;  200;   57;   58;   70;    2;   30;   15
  225;20170517;  155;   15;   37;   90;   24;   10;    5
  225;20170518;   13;   30;   63;  110;   23;   30;   11
  225;20170519;  215;   79;  101;  160;    8;   60;    4
  225;20170520;  217;   64;   67;   90;    9;   40;   20
  225;20170521;  169;    5;   48;   60;    8;   20;   14
  225;20170522;   79;   29;   46;   60;    1;   20;   24
  225;20170523;  287;   37;   47;   80;    5;   20;    2
  225;20170524;  303;   26;   35;   50;   13;   10;    6
  225;20170525;    9;   36;   45;   80;   23;   20;    4
  225;20170526;   90;   67;   68;  100;   16;   50;    4
  225;20170527;  168;   37;   54;   70;    8;   30;   15
  225;20170528;  272;   18;   47;   60;    7;   30;   15
  225;20170529;   64;   20;   49;   90;    7;   10;   18
  225;20170530;  233;   91;   92;  110;   11;   50;    1
  225;20170531;  340;   33;   45;   60;    1;   30;    7
  225;20170601;   26;   17;   33;   50;   14;   10;    5
  225;20170602;   18;   20;   30;   50;   14;    0;    6
  225;20170603;  283;   20;   44;   70;   13;   20;    1
  225;20170604;  250;   68;   71;   90;   13;   30;    1
  225;20170605;  219;   64;   75;  110;   12;   20;   19
  225;20170606;  216;  131;  148;  220;   14;   30;    3
  225;20170607;  244;  165;  168;  200;    1;  130;   16
  225;20170608;  214;   84;   90;  130;    1;   50;   22
  225;20170609;  237;   62;   80;  110;   14;   30;    2
  225;20170610;  218;   64;   65;   90;   10;   20;   15
  225;20170611;  228;   69;   77;  130;   24;   40;   10
  225;20170612;  255;  115;  116;  130;    1;   70;   22
  225;20170613;  294;   42;   48;   80;    1;   10;   24
  225;20170614;   51;   26;   42;   70;   15;   20;    1
  225;20170615;  224;   46;   68;  100;   12;   40;    3
  225;20170616;  290;   81;   86;  110;    5;   40;   20
  225;20170617;  274;   39;   44;   70;    1;   10;   18
  225;20170618;  350;    9;   34;   50;   18;   20;    1
  225;20170619;   22;   31;   40;   60;   18;   10;    7
  225;20170620;   60;   61;   63;   90;   18;   30;    2
  225;20170621;   86;   66;   68;  100;    4;   40;   23
  225;20170622;  234;   64;   85;  130;   21;   50;    1
  225;20170623;  241;   97;  101;  140;   22;   60;    8
  225;20170624;  234;  124;  125;  140;   24;  120;    1
  225;20170625;  257;   90;   97;  130;    1;   60;   13
  225;20170626;  334;   48;   60;  100;    2;   50;    9
  225;20170627;   82;   78;   78;  110;   24;   60;    1
  225;20170628;  198;   43;   83;  110;    1;   40;    7
  225;20170629;  230;   62;   63;  100;    1;   30;   16
  225;20170630;  266;   41;   52;  100;   24;   20;    6
  225;20170701;  339;   75;   90;  130;    7;   30;   21
  225;20170702;  289;   62;   73;  110;    4;   30;   21
  225;20170703;  232;   84;   95;  130;    9;   50;   24
  225;20170704;   28;   21;   33;   40;    1;   20;    5
  225;20170705;  333;   25;   40;   70;   17;   20;    1
  225;20170706;   94;   36;   47;   80;   24;   30;    2
  225;20170707;  251;   23;   38;   70;   16;   10;   23
  225;20170708;  329;   33;   45;   70;   14;   20;    1
  225;20170709;  351;   26;   40;   50;    2;   20;    7
  225;20170710;  224;   33;   52;   90;   20;   10;   10
  225;20170711;  237;   69;   75;  110;   21;   50;    5
  225;20170712;  359;   64;   84;  140;   12;   20;    6
  225;20170713;    4;   12;   28;   50;    1;   10;   24
  225;20170714;  290;   70;   83;  130;   14;   10;    1
  225;20170715;  241;   55;   68;  100;   20;   40;    7
  225;20170716;  257;   46;   63;  100;    1;   20;   21
  225;20170717;   10;   30;   36;   40;    1;   30;    3
  225;20170718;   82;   71;   71;  100;   18;   40;    1
  225;20170719;  133;   38;   68;  110;    4;   30;   13
  225;20170720;  230;   59;   68;  140;   17;   30;   23
  225;20170721;  160;   19;   53;   80;   21;   20;   16
  225;20170722;  202;   23;   47;   80;   11;   20;   17
  225;20170723;  228;   68;   73;  100;    9;   30;    1
  225;20170724;  351;   30;   52;   80;   15;   20;    8
  225;20170725;  339;   93;   94;  110;    7;   60;    5
  225;20170726;  243;   38;   66;  130;   23;   30;   17
  225;20170727;  247;   96;  100;  130;    1;   70;    9
  225;20170728;  232;  123;  131;  160;   17;  100;   23
  225;20170729;  224;   84;   92;  170;    4;   20;   19
  225;20170730;  225;   84;   95;  140;   10;   40;    1
  225;20170731;  225;   73;   77;  110;    3;   30;   23
  225;20170801;  216;   46;   51;   70;   19;   30;    1
  225;20170802;  211;   70;   78;  140;   17;   50;    1
  225;20170803;  223;  136;  143;  190;   15;   60;    2
  225;20170804;  243;  127;  130;  150;    1;  100;   21
  225;20170805;  285;   53;   56;  100;   24;   10;    5
  225;20170806;  250;   54;   64;  100;    1;   40;   22
  225;20170807;  206;   37;   58;   90;    9;   20;   18
  225;20170808;  319;   19;   66;  110;   20;   20;   11
  225;20170809;  228;   57;   76;  120;    9;   30;   19
  225;20170810;   27;   56;   58;   90;   16;   40;    1
  225;20170811;  253;   33;   50;  110;   21;   10;    6
  225;20170812;  277;   71;   73;  100;    3;   40;   20
  225;20170813;    5;   18;   38;   70;    3;   20;   19
  225;20170814;  121;   28;   32;   60;   14;   10;   20
  225;20170815;  210;   14;   35;   50;    2;   20;   11
  225;20170816;  197;   25;   35;   50;   15;   20;    1
  225;20170817;  202;   83;   92;  130;   20;   40;    2
  225;20170818;  235;  107;  112;  140;   19;   80;   21
  225;20170819;  261;  106;  109;  130;   17;   90;    3
  225;20170820;  270;   88;   89;  110;    1;   40;   24
  225;20170821;   31;    9;   38;   60;   21;   20;    3
  225;20170822;   74;   37;   50;   70;   18;   20;    9
  225;20170823;  142;   31;   55;   70;   19;   30;   18
  225;20170824;  260;   62;   65;   80;   13;   40;    3
  225;20170825;  301;    8;   37;   70;    1;   20;   21
  225;20170826;  341;   12;   31;   50;   15;   10;    8
  225;20170827;  335;   19;   25;   40;   15;   10;    5
  225;20170828;   24;   17;   26;   40;   12;    0;   19
  225;20170829;  141;    5;   40;   70;   19;   20;    1
  225;20170830;   27;   70;   81;  140;   18;   10;   10
  225;20170831;  297;   49;   64;  110;    2;   10;   23
  225;20170901;   53;   14;   37;   70;   18;   20;    7
  225;20170902;   12;   25;   34;   50;   12;   10;    4
  225;20170903;  153;   14;   30;   50;   23;   20;    1
  225;20170904;  177;   36;   45;   70;   19;   20;   16
  225;20170905;  212;   79;   85;  110;   10;   40;    1
  225;20170906;  286;  106;  110;  150;    6;   40;    2
  225;20170907;  250;   94;  100;  140;   21;   80;    8
  225;20170908;  231;   96;  105;  150;    5;   30;   24
  225;20170909;  233;   52;   65;   90;   12;   30;    7
  225;20170910;  198;  103;  108;  170;   24;   70;    1
  225;20170911;  227;  141;  152;  180;   11;  130;   19
  225;20170912;  245;  106;  120;  130;    1;  110;   18
  225;20170913;  250;  155;  169;  240;    7;  100;    1
  225;20170914;  289;  117;  129;  170;   11;   90;   24
  225;20170915;  268;   59;   69;  100;   14;   40;    6
  225;20170916;  193;   52;   58;   90;   14;   30;   18
  225;20170917;  201;   30;   41;   60;   14;   20;   20
  225;20170918;  299;   42;   63;   80;    6;   30;   16
  225;20170919;  322;   34;   44;   70;   17;   10;    6
  225;20170920;  237;   65;   73;  100;   16;   50;    2
  225;20170921;  173;   49;   54;   80;    1;   30;   17
  225;20170922;  267;   15;   41;   50;    1;   30;    5
  225;20170923;  130;    9;   33;   50;   22;   10;    3
  225;20170924;   91;   46;   46;   60;    7;   40;    1
  225;20170925;   85;   57;   57;   70;    4;   20;    6
  225;20170926;   83;   47;   47;   60;   10;   30;    1
  225;20170927;   97;   45;   46;   70;    4;   30;   18
  225;20170928;  149;   35;   38;   60;   12;   30;    7
  225;20170929;  186;   36;   52;   80;   17;   30;    7
  225;20170930;  259;   33;   47;   70;   12;    0;    6
  225;20171001;  179;   92;   93;  130;   23;   50;    3
  225;20171002;  253;  129;  137;  150;    2;  120;   13
  225;20171003;  289;  110;  112;  130;    1;   90;   19
  225;20171004;  259;  134;  135;  150;   18;  110;    1
  225;20171005;  289;  139;  157;  210;    8;  130;   21
  225;20171006;  318;  116;  122;  140;    1;   90;   19
  225;20171007;  266;  116;  129;  160;    8;  100;    1
  225;20171008;  338;   46;   56;  110;    2;   10;   20
  225;20171009;  235;   50;   58;   80;   10;   30;    1
  225;20171010;  240;   97;  100;  130;   22;   60;    1
  225;20171011;  218;  143;  145;  170;   22;  120;    1
  225;20171012;  257;  108;  112;  150;    3;   90;   18
  225;20171013;  221;   98;  100;  120;   15;   80;    2
  225;20171014;  214;   73;   77;  100;    1;   40;   22
  225;20171015;  170;   53;   57;   80;   20;   40;    1
  225;20171016;  191;   71;   75;  100;   22;   50;   12
  225;20171017;  233;   84;   88;  120;    7;   20;   24
  225;20171018;   98;   36;   38;   70;   13;   10;    1
  225;20171019;  142;   48;   49;   90;   23;   30;    1
  225;20171020;  216;  109;  124;  170;   15;   60;    1
  225;20171021;  202;  114;  122;  170;   20;   60;    3
  225;20171022;  258;  123;  137;  160;   16;  120;    3
  225;20171023;  257;   76;   92;  130;    1;   40;   20
  225;20171024;  216;  106;  106;  130;   16;   80;    1
  225;20171025;  241;   77;   85;  140;    7;   20;   20
  225;20171026;  276;   52;   60;  100;   24;   40;    5
  225;20171027;  319;   99;  105;  130;    6;   80;   13
  225;20171028;  278;  142;  143;  190;   24;  120;    1
  225;20171029;  341;  136;  145;  190;    1;  110;   18
  225;20171030;  343;   68;   77;  110;    1;   50;   11
  225;20171031;  251;   94;   95;  120;   10;   60;    1
  225;20171101;  227;   85;   88;  100;   11;   70;    3
  225;20171102;  302;   56;   63;   90;    1;   30;   24
  225;20171103;  185;   31;   41;   60;   10;   10;    2
  225;20171104;  206;   35;   69;  100;   18;   40;   10
  225;20171105;  309;   75;   85;  110;    6;   30;   13
  225;20171106;  355;   24;   53;  120;    1;   10;   16
  225;20171107;  148;   35;   37;   60;    3;   20;   19
  225;20171108;   61;   30;   35;   50;    2;   10;   24
  225;20171109;  241;   48;   63;  100;   12;   20;    1
  225;20171110;  279;  129;  136;  160;   12;   70;    1
  225;20171111;  302;   92;  101;  140;    1;   60;   22
  225;20171112;  337;   78;   94;  140;   24;   50;    1
  225;20171113;  347;   95;  100;  140;    1;   50;   23
  225;20171114;  247;   82;   85;  120;    8;   50;    1
  225;20171115;  200;   55;   56;   80;    1;   20;   18
  225;20171116;  230;   40;   75;   90;   10;   50;    4
  225;20171117;  287;   56;   63;  100;   23;   30;    8
  225;20171118;  283;  114;  122;  150;    9;   90;   16
  225;20171119;  309;  118;  120;  140;    5;   90;   23
  225;20171120;  245;   88;  100;  120;   13;   80;   23
  225;20171121;  229;   94;   97;  140;   20;   50;    8
  225;20171122;  199;  132;  138;  160;    2;  120;   13
  225;20171123;  217;  116;  133;  180;    9;   90;   24
  225;20171124;  266;   47;   51;   80;    1;   20;   23
  225;20171125;  275;   82;   85;  130;   23;   20;    1
  225;20171126;  276;  119;  123;  140;    4;   80;   22
  225;20171127;  254;  125;  138;  160;    8;  120;   12
  225;20171128;  271;  103;  106;  150;    1;   40;   23
  225;20171129;   17;   10;   31;   50;   19;   10;    7
  225;20171130;  346;   48;   54;   80;    5;   10;   16
  225;20171201;   54;   32;   36;   60;    6;   20;   12
  225;20171202;  176;   51;   52;   90;   24;   10;    1
  225;20171203;  300;   61;   77;  100;    1;   60;    5
  225;20171204;  295;   79;   83;  100;    7;   70;    1
  225;20171205;  270;   97;   98;  120;   20;   80;    1
  225;20171206;  234;  114;  123;  160;   24;   90;   14
  225;20171207;  224;  120;  152;  190;   13;  100;   17
  225;20171208;  289;  140;  144;  180;   18;   60;   10
  225;20171209;  282;  118;  124;  170;    4;   80;   12
  225;20171210;   89;   28;   88;  120;    4;   20;   24
  225;20171211;   49;   71;   83;  120;   17;   10;    1
  225;20171212;  271;   40;   92;  120;    7;   60;   12
  225;20171213;  215;   93;  118;  150;   21;   70;   13
  225;20171214;  248;   98;  110;  160;    6;   70;   20
  225;20171215;  176;   33;   43;   90;    1;   10;   17
  225;20171216;  325;   84;   89;  120;   16;   60;    1
  225;20171217;  244;   47;   77;  130;   18;   20;    8
  225;20171218;  341;   77;   79;  120;    4;   30;   22
  225;20171219;  250;   42;   45;   60;    8;   20;    4
  225;20171220;  256;   38;   41;   50;   16;   30;    2
  225;20171221;  252;   29;   35;   50;    1;   10;   16
  225;20171222;  243;   12;   23;   60;   22;   10;    6
  225;20171223;  243;   92;   93;  110;   20;   60;    1
  225;20171224;  230;  117;  118;  140;   16;  100;    1
  225;20171225;  200;  124;  129;  160;    9;  110;    1
  225;20171226;  217;  110;  129;  180;    5;   60;   22
  225;20171227;  233;   18;  100;  160;   19;   70;    1
  225;20171228;  276;  114;  121;  140;   11;  100;   23
  225;20171229;  232;   83;  115;  180;   19;   60;    9
  225;20171230;  228;  100;  112;  170;   12;   60;    7
  225;20171231;  213;  127;  128;  170;    7;   70;    4
  225;20180101;  232;  105;  114;  190;    1;   50;   17
  225;20180102;  229;   74;  100;  150;   24;   50;    1
  225;20180103;  256;  169;  176;  240;   10;  130;    5
  225;20180104;  238;  111;  120;  190;   20;   60;   14
  225;20180105;  231;   81;   88;  160;    1;   60;    9
  225;20180106;  360;   26;   61;  110;    1;   30;    7
  225;20180107;   63;  109;  109;  120;   12;  100;    1
  225;20180108;   85;  103;  103;  130;    7;   80;   19
  225;20180109;  114;   47;   59;  100;    2;   30;   14
  225;20180110;  155;   42;   43;   50;    8;   30;    2
  225;20180111;   41;   19;   34;   50;   15;   10;   11
  225;20180112;   56;   22;   30;   50;    6;   10;   15
  225;20180113;  110;   40;   42;   60;   24;   30;    1
  225;20180114;  105;   49;   55;   80;    8;   30;   16
  225;20180115;  208;  106;  125;  160;   13;   80;    5
  225;20180116;  267;  139;  140;  160;   10;  130;    1
  225;20180117;  273;  154;  156;  180;   11;  110;   24
  225;20180118;  264;  108;  135;  270;    9;   30;   22
  225;20180119;  266;   91;   94;  110;    6;   70;   20
  225;20180120;  248;   44;   66;  110;    4;   20;   17
  225;20180121;  284;   13;   63;  110;    3;   20;   11
  225;20180122;  268;   60;   75;   80;    1;   60;    3
  225;20180123;  210;  102;  107;  150;   22;   60;    3
  225;20180124;  209;  125;  131;  170;   14;   60;   20
  225;20180125;  208;   91;   92;  120;    5;   70;   17
  225;20180126;  204;   31;   41;   70;    1;   10;   19
  225;20180127;  207;   96;   99;  170;   19;   20;    1
  225;20180128;  226;  101;  105;  130;    1;   80;    8
  225;20180129;  245;   96;  116;  150;   13;   80;   21
  225;20180130;  233;   55;   67;   80;   15;   50;    5
  225;20180131;  239;  114;  126;  160;   11;   80;    1
  225;20180201;  262;  100;  105;  140;    2;   60;   10
  225;20180202;  340;   68;   83;  150;    3;   10;   23
  225;20180203;   10;   10;   53;   90;   19;   10;   10
  225;20180204;   46;   79;   82;  120;   12;   40;    3
  225;20180205;   76;   75;   77;   90;    1;   50;   24
  225;20180206;   65;   61;   64;   90;   13;   40;   24
  225;20180207;   94;   11;   30;   50;    1;   10;   13
  225;20180208;  184;   56;   60;  100;   16;   20;    9
  225;20180209;  167;   66;   68;  100;   10;   20;   23
  225;20180210;  195;   67;   75;  130;   20;   10;    2
  225;20180211;  258;  113;  135;  160;    5;   70;   23
  225;20180212;  265;   91;  103;  130;    1;   80;   16
  225;20180213;  165;   73;   76;  110;    1;   50;    5
  225;20180214;  155;   78;   79;  110;   21;   40;    6
  225;20180215;  206;   61;   81;  100;    1;   60;   10
  225;20180216;  254;   53;   64;   90;    1;   30;   18
  225;20180217;  124;   26;   27;   40;    1;   20;    7
  225;20180218;  161;   41;   44;   60;    3;   20;    9
  225;20180219;  154;   35;   37;   60;    1;   10;   24
  225;20180220;   66;   36;   41;   60;   19;   10;    2
  225;20180221;   55;   45;   48;   70;   21;   30;    7
  225;20180222;   72;   71;   72;  100;   15;   50;   24
  225;20180223;   79;   81;   82;  110;   14;   50;    1
  225;20180224;   85;  106;  106;  130;   13;   90;    1
  225;20180225;   78;   93;   95;  110;   15;   90;    5
  225;20180226;   60;   81;   84;  110;   11;   60;   23
  225;20180227;   67;   56;   60;   90;    3;   50;   11
  225;20180228;   88;  110;  110;  140;   16;   60;    1
  225;20180301;   86;  156;  157;  180;   12;  130;    1
  225;20180302;   84;  140;  140;  180;    5;   90;   19
  225;20180303;   94;   80;   81;  110;    4;   50;   23
  225;20180304;  128;   41;   52;  120;   24;   20;   18
  225;20180305;  192;   52;   64;  120;    1;    0;   16
  225;20180306;  158;   27;   37;   50;    3;   10;   20
  225;20180307;  175;   22;   40;   60;   21;   20;    2
  225;20180308;  216;   92;  103;  150;   17;   60;    7
  225;20180309;  201;   33;   48;   80;    2;   10;   15
  225;20180310;  179;   55;   60;   80;   12;   40;   19
  225;20180311;  149;   29;   45;   90;   12;   10;    4
  225;20180312;  171;   41;   44;   70;   13;   10;   18
  225;20180313;  315;   44;   62;  110;    7;   30;    3
  225;20180314;  125;   40;   52;   80;   20;   20;   10
  225;20180315;  101;   72;   73;  100;    8;   50;   17
  225;20180316;   87;  100;  101;  130;   18;   60;    1
  225;20180317;   78;  156;  157;  180;   12;  140;    1
  225;20180318;   82;  139;  139;  160;    5;  100;   21
  225;20180319;   63;   98;  103;  140;    9;   30;   23
  225;20180320;    5;   82;   85;  120;   12;   60;    1
  225;20180321;  258;   37;   49;  100;   23;   20;    7
  225;20180322;  273;   55;   67;  100;    4;   30;   19
  225;20180323;  195;   72;   75;  110;   11;   40;   22
  225;20180324;   69;   16;   33;   50;   17;   20;    2
  225;20180325;  360;   35;   39;   60;   14;   10;   22
  225;20180326;  272;   22;   30;   50;   16;   10;    6
  225;20180327;  146;   39;   42;   70;   11;   10;    1
  225;20180328;  277;   42;   56;   90;   18;   20;   12
  225;20180329;  219;   28;   45;   60;    1;   10;   18
  225;20180330;  117;   45;   51;   70;   13;   30;   22
  225;20180331;  128;    7;   30;   50;    6;   10;   20
  225;20180401;  344;   20;   34;   60;    6;   10;   22
  225;20180402;  150;   48;   54;   80;   21;   20;    1
  225;20180403;  198;   75;   77;  100;    2;   50;   21
  225;20180404;  188;   61;   65;  100;   20;   30;   14
  225;20180405;  277;   72;   92;  150;    8;   30;   23
  225;20180406;  133;   64;   65;   90;   11;   30;    6
  225;20180407;  151;   33;   46;   70;    3;   10;   18
  225;20180408;  357;   29;   35;   60;   13;   10;    1
  225;20180409;   37;   60;   65;  100;   23;   40;    5
  225;20180410;   79;   40;   54;   80;    1;   40;    4
  225;20180411;   77;   72;   73;  100;   16;   50;    5
  225;20180412;   81;   71;   70;  120;    8;   10;   21
  225;20180413;  207;   25;   35;   60;   12;   20;   17
  225;20180414;  225;   12;   34;   50;    4;   20;   16
  225;20180415;  108;   11;   23;   50;    2;   10;   10
  225;20180416;  209;   57;   58;   80;   12;   40;    1
  225;20180417;  191;   49;   55;   80;    9;   40;   19
  225;20180418;  128;   12;   39;   60;   21;   20;   12
  225;20180419;   97;   22;   42;   60;   10;   20;   24
  225;20180420;  242;   15;   33;   50;    3;   10;   12
  225;20180421;   68;   45;   51;   80;   21;   20;    8
  225;20180422;  183;   33;   54;   90;   20;   30;    7
  225;20180423;  231;   84;   87;  130;   21;   60;    7
  225;20180424;  222;  104;  105;  150;   23;   60;   17
  225;20180425;  245;   96;  103;  150;    1;   70;    8
  225;20180426;  242;  105;  109;  120;    4;   90;   22
  225;20180427;  147;   19;   53;   80;    1;   20;   12
  225;20180428;  213;   57;   60;  100;   14;   30;    1
  225;20180429;   37;   50;   70;  130;   24;   10;    6
  225;20180430;  327;   26;   85;  170;   24;   10;   15
  225;20180501;  254;  106;  123;  200;    2;   60;   23
  225;20180502;  201;   75;   87;  120;   15;   50;   24
  225;20180503;  303;   32;   41;   60;    1;   20;   14
  225;20180504;   14;   22;   33;   60;   15;    0;    1
  225;20180505;   72;   56;   59;   80;   16;   40;    9
  225;20180506;   81;   47;   48;   60;    7;   30;   21
  225;20180507;   92;   41;   43;   60;   11;   30;   20
  225;20180508;   64;   13;   33;   50;    2;   20;    6
  225;20180509;  317;   28;   33;   60;   24;   10;    1
  225;20180510;  292;   42;   57;  100;   15;   30;    2
  225;20180511;   61;   18;   38;   60;   15;   10;    5
  225;20180512;   95;   36;   45;   70;   19;   30;    3
  225;20180513;  307;   41;   61;   90;   22;   20;    3
