Location;Date;DDVEC;FHVEC;FG;FHX;FHXN;FHN;FHNH
  225;20190604;  136;   26;   56;  110;   24;   20;   10
  225;20190605;  256;   32;   65;  110;    1;   30;   15
  225;20190606;  241;   53;   68;  110;    6;   20;   21
  225;20190607;  128;   54;   67;  110;   12;   40;    3
  225;20190608;  214;  161;  169;  200;   10;  110;    1
  225;20190609;  255;   24;   63;  100;    1;   30;   16
  225;20190610;   48;   63;   71;  110;   11;   20;   22
  225;20190611;  242;   53;   53;  110;    4;   10;   20
  225;20190612;   18;   21;   41;   90;   14;   10;    1
  225;20190613;  184;   73;   78;  110;    9;   40;    1
  225;20190614;  147;   14;   46;   60;    1;   20;   18
  225;20190615;  307;   24;   50;  100;    5;   20;   15
  225;20190616;  211;   62;   69;   90;   20;   40;    2
  225;20190617;  188;   15;   34;   70;   10;   10;   19
  225;20190618;   37;   23;   40;   80;   22;   10;    3
  225;20190619;  226;   26;   55;   90;   11;   30;    6
  225;20190620;  247;   51;   59;   90;    9;   30;    5
  225;20190621;  262;   41;   55;   80;    6;   30;   22
  225;20190622;   67;   53;   55;   90;   20;   30;    1
  225;20190623;   84;   60;   60;   90;    2;   40;   11
  225;20190624;  119;   21;   46;   60;    2;   30;   17
  225;20190625;   22;    4;   40;   70;    3;   20;   18
  225;20190626;    8;   79;   82;  110;   17;   50;    1
  225;20190627;   20;   75;   77;  100;   15;   60;   23
  225;20190628;   66;   57;   60;   80;   23;   50;    1
  225;20190629;  105;   24;   37;   60;    1;   10;   18
  225;20190630;  244;   55;   73;   90;    4;   40;   14
  225;20190701;  265;   78;   80;   90;    1;   60;   22
  225;20190702;  343;   51;   55;   70;    1;   30;    9
  225;20190703;    4;   59;   62;   80;   10;   40;   24
  225;20190704;  277;   27;   41;   80;   24;   20;    4
  225;20190705;  287;   45;   50;   90;    1;   20;   22
  225;20190706;  302;   49;   66;  100;    5;   40;    1
  225;20190707;  331;   64;   65;   80;    4;   50;   12
  225;20190708;  329;   80;   83;  100;    6;   60;   24
  225;20190709;  342;   40;   46;   60;    1;   30;   22
  225;20190710;  190;   45;   49;   80;   12;   20;    1
  225;20190711;  218;   28;   38;   60;    4;   20;    6
  225;20190712;  293;   55;   66;   90;   11;   30;    1
  225;20190713;  342;   66;   70;   80;   13;   50;    5
  225;20190714;  358;   70;   73;   90;    8;   50;   22
  225;20190715;  348;   49;   52;   70;   12;   30;    2
  225;20190716;  300;   21;   28;   40;    1;   10;   24
  225;20190717;  348;    5;   24;   40;   12;   10;    2
  225;20190718;  223;   55;   68;  100;   18;   30;    1
  225;20190719;  225;   32;   38;   70;   14;   20;    1
  225;20190720;  214;   69;   80;  130;   18;   10;    1
  225;20190721;  255;   58;   64;   90;    2;   40;   19
  225;20190722;  213;   74;   76;  120;    9;   30;   24
  225;20190723;   75;   17;   49;   80;   22;   30;    1
  225;20190724;  151;   21;   40;   70;    1;   10;   22
  225;20190725;   87;   42;   47;   70;   16;   10;    1
  225;20190726;   25;   23;   65;  110;   20;   10;   24
  225;20190727;  261;   21;   51;   90;   20;   20;    1
  225;20190728;  250;   53;   54;   90;   18;   20;    1
  225;20190729;  221;   28;   45;   70;    1;   10;   20
  225;20190730;  190;   21;   43;   80;   21;   10;   18
  225;20190731;  215;  107;  113;  140;   15;   60;    1
  225;20190801;  245;   84;   89;  100;    4;   70;    1
  225;20190802;  338;   69;   95;  120;   11;   60;   24
  225;20190803;  353;   40;   45;   80;    5;   20;   20
  225;20190804;   61;   11;   33;   50;   17;   10;    5
  225;20190805;  229;   72;   85;  120;   19;   20;    1
  225;20190806;  230;   95;   96;  120;   24;   80;   10
  225;20190807;  236;  110;  111;  120;    1;   90;    6
  225;20190808;  245;   59;   68;  110;    1;   10;   20
  225;20190809;  156;   50;   65;  100;   24;   40;    1
  225;20190810;  220;  179;  181;  220;   15;  120;    1
  225;20190811;  228;  138;  140;  170;    1;  120;   24
  225;20190812;  258;   45;   58;  120;    1;   10;   22
  225;20190813;  263;   72;   76;  110;    5;   40;    1
  225;20190814;  190;   71;   78;  100;   11;   50;   21
  225;20190815;  262;   94;  108;  120;    2;   80;   24
  225;20190816;  219;   65;   75;  100;   11;   50;    4
  225;20190817;  218;  109;  112;  140;    3;   90;    1
  225;20190818;  225;   95;   99;  130;   20;   70;    4
  225;20190819;  239;  114;  116;  130;    5;   80;   22
  225;20190820;  258;   72;   74;  100;    1;   40;   24
  225;20190821;  214;   27;   37;   60;   10;   10;   18
  225;20190822;  214;   50;   58;   80;   15;   20;    1
  225;20190823;  152;    8;   43;   70;   22;   30;    7
  225;20190824;   83;   35;   39;   70;    5;   10;   19
  225;20190825;   65;   34;   41;   50;    1;   30;    5
  225;20190826;   72;   38;   43;   60;   18;   30;    3
  225;20190827;   58;   20;   34;   50;    1;   20;    8
  225;20190828;  219;   50;   54;  100;    9;   30;    6
  225;20190829;  244;   60;   65;   90;    5;   40;   24
  225;20190830;  202;   54;   60;   90;   10;   30;   21
  225;20190831;  239;   20;   44;   90;   22;   20;   13
  225;20190901;  287;   67;   72;  100;   19;   30;   20
  225;20190902;  256;   79;   88;  130;   23;   60;   10
  225;20190903;  250;   86;   91;  120;    1;   70;   18
  225;20190904;  235;   87;  107;  150;   24;   70;    2
  225;20190905;  305;  104;  114;  150;    1;   60;   21
  225;20190906;  246;  104;  113;  150;   12;   40;   24
  225;20190907;  343;   65;   74;  120;   17;   20;   12
  225;20190908;    5;   38;   50;   80;    1;   10;   20
  225;20190909;  244;   29;   42;   60;    8;   10;   20
  225;20190910;  232;   24;   37;   60;   24;   10;    7
  225;20190911;  233;   93;  104;  160;   13;   40;    2
  225;20190912;  237;   75;   78;  130;   20;   30;    2
  225;20190913;  339;   44;   62;  110;    1;   30;   24
  225;20190914;  138;    8;   27;   50;   24;   10;   19
  225;20190915;  269;   50;   65;  100;    5;   10;   21
  225;20190916;  346;   33;   45;   70;   20;   20;   11
  225;20190917;  326;   87;   93;  120;   14;   70;    1
  225;20190918;    3;   56;   60;   80;   13;   30;   23
  225;20190919;   36;   13;   27;   40;    4;   10;    8
  225;20190920;  103;   42;   48;   70;   17;   30;    1
  225;20190921;   99;   59;   59;   90;   14;   40;    5
  225;20190922;  169;   34;   58;  100;   19;   30;   17
  225;20190923;  199;   54;   62;   90;   12;   40;    5
  225;20190924;  157;   65;   65;   90;   14;   50;    3
  225;20190925;  188;   70;   76;  120;   22;   50;    1
  225;20190926;  207;  102;  108;  140;   16;   70;    7
  225;20190927;  219;  126;  133;  180;   19;  100;    6
  225;20190928;  238;  136;  138;  160;   14;  110;    3
  225;20190929;  225;  105;  131;  170;   24;   80;    2
  225;20190930;  277;   68;   93;  140;    1;   60;   21
  225;20191001;  263;   28;   93;  150;    3;   50;   14
  225;20191002;  325;   98;  106;  140;   16;   60;    2
  225;20191003;  290;   43;   65;   80;    1;   50;   16
  225;20191004;   67;   20;   64;  140;   13;   40;   11
  225;20191005;   93;   38;   41;   50;    1;   20;   19
  225;20191006;   95;   88;   91;  140;   18;   50;    1
  225;20191007;  138;   52;   70;  110;    1;   40;   10
  225;20191008;  247;  109;  113;  150;   21;   90;    4
  225;20191009;  242;  104;  114;  150;   12;   70;   19
  225;20191010;  244;  120;  127;  160;   21;   90;    1
  225;20191011;  215;  158;  160;  180;    2;  110;   24
  225;20191012;  230;   42;   59;  100;    1;   20;   21
  225;20191013;  204;   63;   87;  140;   17;   30;    6
  225;20191014;  110;   26;   59;  110;   14;   30;    6
  225;20191015;  208;   73;   74;   90;    2;   40;   18
  225;20191016;  188;   63;   72;   90;   13;   40;   24
  225;20191017;  201;   44;   60;   90;   12;   30;    3
  225;20191018;  199;  107;  117;  180;   12;   50;    6
  225;20191019;  196;   82;   85;  120;   16;   30;   23
  225;20191020;   69;   11;   44;   80;    1;   10;   11
  225;20191021;  108;   25;   61;   90;    5;   30;   12
  225;20191022;  202;   16;   38;   70;    5;   10;    8
  225;20191023;   96;   40;   44;   80;   16;   20;    5
  225;20191024;  211;   68;   79;  150;   19;   30;    1
  225;20191025;  207;  117;  123;  170;   23;   90;   15
  225;20191026;  218;  133;  150;  180;    3;  110;   22
  225;20191027;  292;   95;   97;  120;    4;   80;   24
  225;20191028;  345;   45;   55;   80;    1;   30;   20
  225;20191029;   71;   46;   48;   70;   18;   30;    6
  225;20191030;   86;   59;   59;   70;   13;   50;    1
  225;20191031;   93;   54;   55;   70;    7;   30;   21
  225;20191101;  158;   53;   57;   90;   22;   40;    1
  225;20191102;  199;  125;  129;  170;   20;   90;    1
  225;20191103;  168;   43;   47;  120;    1;   10;   17
  225;20191104;  169;   49;   52;   70;    5;   30;   20
  225;20191105;  200;   22;   48;   60;   11;   20;    7
  225;20191106;   47;   25;   37;   50;    1;   20;   11
  225;20191107;  168;   50;   67;  130;   18;   30;    1
  225;20191108;  178;   56;   60;   70;    1;   50;    5
  225;20191109;  237;   93;  105;  170;   12;   50;   24
  225;20191110;  186;   43;   46;   60;   20;   30;    3
  225;20191111;  213;   67;   98;  140;   17;   50;    1
  225;20191112;  197;  102;  113;  140;    6;   80;    7
  225;20191113;  259;   49;   74;  110;    1;   30;   19
  225;20191114;  111;   48;   51;   80;   23;   20;   17
  225;20191115;   70;   69;   72;  110;    6;   20;   23
  225;20191116;  184;   52;   55;   80;   13;   20;    1
  225;20191117;  109;   21;   40;   60;    1;    0;   12
  225;20191118;  345;   68;   78;  140;   18;   40;    2
  225;20191119;  300;   40;   65;  130;    1;   30;   20
  225;20191120;  121;   35;   41;   70;   20;   30;    4
  225;20191121;  100;   56;   58;   80;    3;   30;   17
  225;20191122;  131;   53;   57;   70;   11;   40;    4
  225;20191123;   90;   84;   85;  110;    9;   60;   14
  225;20191124;  151;   25;   38;   60;    1;   20;    8
  225;20191125;  137;   43;   43;   60;   20;   30;    1
  225;20191126;  164;   61;   62;   80;   15;   50;    1
  225;20191127;  180;   64;   79;  140;   24;   50;    1
  225;20191128;  281;   79;  108;  150;    2;   80;   14
  225;20191129;  332;   78;   80;  100;    5;   40;   24
  225;20191130;  101;    9;   25;   40;    1;   10;   15
  225;20191201;   59;   29;   35;   50;    8;   30;    1
  225;20191202;  323;   73;   77;   90;    4;   30;    1
  225;20191203;  223;   72;   78;  100;   17;   50;    5
  225;20191204;  185;   45;   50;   70;    1;   20;   16
  225;20191205;  207;   92;   95;  170;   24;   20;    1
  225;20191206;  219;  146;  158;  180;   13;  120;   21
  225;20191207;  249;   96;  105;  150;   24;   80;   10
  225;20191208;  229;  157;  163;  190;    3;  140;   11
  225;20191209;  309;   71;  120;  160;   14;   70;    7
  225;20191210;  198;   96;  114;  170;   24;   40;    3
  225;20191211;  214;   68;   80;  170;    1;   50;   19
  225;20191212;  187;   66;   91;  120;   24;   70;   15
  225;20191213;  219;   50;   80;  140;   22;   10;   12
  225;20191214;  251;  130;  140;  180;   10;   80;   23
  225;20191215;  225;  130;  143;  190;    7;   90;    1
  225;20191216;  176;   57;   63;   90;    4;   20;   21
  225;20191217;  206;   33;   70;  110;   15;   30;    5
  225;20191218;  183;   55;   67;   90;    6;   40;   15
  225;20191219;  150;   75;   76;   90;    5;   60;   15
  225;20191220;  186;   90;  104;  150;   22;   60;    3
  225;20191221;  170;   72;   77;  110;    1;   60;    6
  225;20191222;  233;   41;   75;  120;   16;   40;    9
  225;20191223;  257;   87;   88;  110;   14;   70;    1
  225;20191224;  235;   68;   85;  140;   14;   40;    9
  225;20191225;  306;   54;   59;  100;    3;   10;   23
  225;20191226;  139;   38;   43;   70;   21;   20;    6
  225;20191227;   86;   62;   63;   80;    1;   30;   24
  225;20191228;  141;   34;   35;   50;   19;   20;    7
  225;20191229;  176;   57;   58;   80;   23;   40;    4
  225;20191230;  218;   87;   93;  110;    5;   50;   24
  225;20191231;   42;   19;   35;   50;    1;   10;   15
  225;20200101;  177;   39;   45;   80;   24;   30;    2
  225;20200102;  187;   80;   81;  130;   24;   60;    2
  225;20200103;  254;   68;  109;  140;   10;   80;   19
  225;20200104;  282;   91;   93;  130;    9;   30;   22
  225;20200105;  229;   65;   67;   90;   22;   40;    1
  225;20200106;  207;   91;   95;  120;    9;   70;   15
  225;20200107;  210;   85;   94;  130;   21;   50;    8
  225;20200108;  218;   76;   79;  150;    1;   30;   19
  225;20200109;  199;   99;  102;  150;   10;   30;    1
  225;20200110;  293;   45;   68;  110;    1;   30;   20
  225;20200111;  208;  133;  134;  160;   20;   80;    1
  225;20200112;  222;  115;  122;  170;   11;   40;   22
  225;20200113;  186;   96;   99;  160;   24;   60;    1
  225;20200114;  200;  150;  151;  190;   20;  110;   10
  225;20200115;  211;  131;  138;  180;    1;   80;   16
  225;20200116;  172;   74;   80;  100;    2;   60;    8
  225;20200117;  218;   81;  100;  150;   19;   60;    4
  225;20200118;  287;   82;   95;  110;    1;   60;   15
  225;20200119;  356;   74;   77;  110;    2;   40;   23
  225;20200120;  237;   38;   43;   60;   12;   20;    2
  225;20200121;  212;   59;   66;   80;    6;   40;   22
  225;20200122;  283;   19;   24;   40;    1;   10;   14
  225;20200123;  171;   22;   24;   30;    2;   10;    9
  225;20200124;  190;   52;   55;   80;   18;   30;    1
  225;20200125;  168;   49;   50;   70;    1;   40;    4
  225;20200126;  178;   61;   65;  110;   24;   40;    1
  225;20200127;  201;   87;   92;  120;    1;   50;   18
  225;20200128;  254;  126;  134;  170;   11;   60;    5
  225;20200129;  261;  123;  129;  150;    8;  100;   18
  225;20200130;  216;  110;  113;  140;   19;   70;   15
  225;20200131;  219;  122;  124;  150;   20;   70;    6
  225;20200201;  229;  122;  125;  140;    1;  110;    5
  225;20200202;  237;   72;   81;  130;   15;   20;   10
  225;20200203;  251;   96;  103;  130;    1;   50;   21
  225;20200204;  299;  100;  115;  160;    8;   50;   18
  225;20200205;  294;   31;   45;   70;    1;   20;    6
  225;20200206;  264;   32;   38;   70;    5;   20;   15
  225;20200207;  136;   49;   50;   80;   23;   20;    2
  225;20200208;  187;   75;   79;  100;   13;   70;    1
  225;20200209;  208;  186;  193;  250;   14;  120;    1
  225;20200210;  254;  170;  175;  200;    8;  120;   21
  225;20200211;  263;  194;  195;  210;    1;  180;   15
  225;20200212;  260;  136;  139;  190;    1;   70;   23
  225;20200213;  200;   62;   85;  130;   13;   60;    3
  225;20200214;  231;   50;   81;  120;   21;   20;   10
  225;20200215;  193;  134;  135;  210;   22;  100;    2
  225;20200216;  214;  152;  161;  210;    7;   90;   15
  225;20200217;  228;  146;  150;  190;    1;  110;   21
  225;20200218;  241;  134;  140;  160;   19;  120;   24
  225;20200219;  258;  105;  122;  140;    3;  100;   18
  225;20200220;  228;  123;  152;  170;   22;  130;   19
  225;20200221;  237;  131;  141;  160;   19;  100;   10
  225;20200222;  228;  152;  155;  200;    9;  100;   21
  225;20200223;  266;  114;  130;  200;   10;   60;    7
  225;20200224;  225;  101;  117;  190;   14;   40;    5
  225;20200225;  254;  108;  114;  150;    5;   40;   23
  225;20200226;  300;   92;   97;  120;   13;   40;    1
  225;20200227;  282;   37;   78;  130;   19;   20;   14
  225;20200228;  211;   85;  110;  150;   22;   70;    8
  225;20200229;  209;  147;  156;  190;   19;  130;    8
  225;20200301;  212;  148;  149;  190;    1;   80;   24
  225;20200302;  224;   28;   64;  100;    3;   40;    9
  225;20200303;  235;   69;   73;  100;   10;   40;   19
  225;20200304;  251;   34;   47;   70;    5;   10;   19
  225;20200305;   74;   69;   74;  110;   17;   20;    2
  225;20200306;  358;   75;   78;  100;    6;   70;    3
  225;20200307;  227;   77;   93;  130;   20;   50;    8
  225;20200308;  207;  128;  130;  160;    8;  100;   24
  225;20200309;  235;   90;   97;  160;   24;   70;    8
  225;20200310;  226;  132;  137;  170;    3;   70;   24
  225;20200311;  225;   94;   96;  160;   24;   40;    3
  225;20200312;  242;  153;  158;  190;    7;  130;   14
  225;20200313;  270;   78;   93;  170;    4;   20;   20
  225;20200314;  166;   61;   66;  100;   18;   20;    1
  225;20200315;  198;   93;   95;  130;   12;   60;   24
  225;20200316;  260;   37;   40;   70;   23;   20;    2
  225;20200317;  214;  103;  103;  120;   11;   70;    1
  225;20200318;  221;   91;   93;  120;    1;   30;   24
  225;20200319;   43;   53;   58;   70;   19;   40;    1
  225;20200320;   44;   79;   79;  100;   17;   60;    2
  225;20200321;   78;  104;  105;  130;   14;   90;    1
  225;20200322;   90;   85;   86;  100;    8;   70;    4
  225;20200323;  120;   61;   61;   70;    4;   40;   19
  225;20200324;  138;   47;   48;   70;   12;   30;   20
  225;20200325;   92;   52;   56;   80;   16;   30;    2
  225;20200326;   77;   73;   73;  110;   16;   40;    2
  225;20200327;   50;   89;   90;  110;   14;   60;    1
  225;20200328;   26;  108;  112;  150;   24;   90;    1
  225;20200329;   30;  124;  125;  170;   12;   40;   24
  225;20200330;  357;   56;   62;   90;   16;   30;    2
  225;20200331;   49;   56;   63;   90;   16;   40;   14
  225;20200401;  272;   26;   30;   50;   11;   10;    2
  225;20200402;  244;   79;   82;  110;   17;   50;    1
  225;20200403;  289;   32;   43;   90;   14;   10;    4
  225;20200404;  179;   31;   44;   60;    5;   20;   18
  225;20200405;  135;   57;   58;   90;   12;   40;    1
  225;20200406;  202;   52;   65;  100;   14;   30;   21
  225;20200407;   86;   36;   45;   80;   17;   10;    5
  225;20200408;   43;   34;   44;   60;   14;   20;    9
  225;20200409;   40;   42;   51;   80;   21;   20;    9
  225;20200410;   84;   61;   61;   70;    1;   50;   11
  225;20200411;   60;   16;   31;   60;    1;   10;   21
  225;20200412;  240;    6;   38;   90;   24;   10;   16
  225;20200413;   20;  105;  108;  120;    3;   70;   24
  225;20200414;    1;   44;   50;   80;    1;   20;   22
  225;20200415;  250;    3;   35;   50;    8;   10;    1
  225;20200416;   74;   69;   70;  110;   20;   30;   16
  225;20200417;   61;   83;   85;  100;    8;   70;    3
  225;20200418;   53;   53;   61;  100;    1;   30;   13
  225;20200419;   66;   95;   96;  110;    7;   70;    2
  225;20200420;   78;  115;  115;  150;   15;   90;    3
  225;20200421;   80;  113;  114;  150;   13;   80;   23
  225;20200422;   80;   93;   94;  130;   11;   50;   24
  225;20200423;   59;   43;   51;   80;    3;   30;   20
  225;20200424;    6;   60;   62;   80;   17;   40;    1
  225;20200425;   10;   49;   54;   70;    1;   40;    4
  225;20200426;  314;   11;   24;   40;    1;   10;    7
  225;20200427;  269;    8;   44;   80;   20;   30;    1
  225;20200428;   50;   70;   71;   80;    6;   50;    1
  225;20200429;  204;   25;   47;  110;   22;   10;    8
  225;20200430;  213;   80;   89;  140;   23;   30;   16
  225;20200501;  241;  101;  108;  140;    1;   80;   19
  225;20200502;  274;   79;   81;  100;    3;   40;   19
  225;20200503;   11;   24;   41;   70;   22;   20;    7
  225;20200504;   43;   61;   68;   90;   15;   40;   11
  225;20200505;   53;   62;   67;  100;   19;   50;    1
  225;20200506;   38;   46;   59;   80;   13;   30;   10
  225;20200507;   41;   15;   28;   50;   15;   10;    8
  225;20200508;  327;    8;   30;   40;   10;   20;    1
  225;20200509;   56;   43;   51;   80;   21;   30;    4
  225;20200510;   28;   94;  101;  160;   16;   30;    8
  225;20200511;   22;  114;  116;  140;    6;   60;   23
  225;20200512;  292;   57;   67;   80;    1;   40;    6
  225;20200513;    5;   69;   88;  110;   14;   50;   24
  225;20200514;   16;   64;   68;   90;   13;   50;    1
  225;20200515;  294;   25;   43;   60;   13;   20;    7
  225;20200516;  261;   62;   67;   80;    4;   50;   17
  225;20200517;  239;   51;   54;   70;    8;   30;   18
  225;20200518;  229;   60;   61;   80;    2;   30;   20
  225;20200519;  270;   25;   30;   50;    1;   10;   21
  225;20200520;   33;   13;   29;   50;   19;    0;    7
  225;20200521;   78;   10;   32;   40;    7;   20;    2
  225;20200522;  212;   92;   98;  130;   15;   40;    1
  225;20200523;  237;  120;  122;  140;   14;   90;    4
  225;20200524;  268;   99;  102;  130;    1;   70;   20
  225;20200525;  334;   42;   44;   80;    1;   10;   21
  225;20200526;  313;   14;   36;   50;   11;   10;    1
  225;20200527;   12;   62;   69;   90;   23;   40;    4
  225;20200528;   41;   65;   74;  100;   14;   50;   10
  225;20200529;   69;   63;   65;  110;   21;   40;   12
  225;20200530;   69;   71;   74;  110;   18;   50;    9
  225;20200531;   73;   82;   84;  110;   11;   60;    2
  225;20200601;   70;   61;   63;   80;    6;   40;   22
  225;20200602;  358;   25;   46;   60;    3;   20;    9
  225;20200603;  349;   70;   73;  120;   23;   40;    2
  225;20200604;  331;   88;   95;  110;    1;   80;    6
  225;20200605;  261;   72;   99;  130;   13;   60;    8
  225;20200606;  235;  138;  143;  170;   12;  110;    1
  225;20200607;  268;   95;   98;  130;    1;   70;   23
  225;20200608;  358;   70;   75;  110;   16;   30;    6
  225;20200609;    7;   48;   53;   70;   15;   40;    9
  225;20200610;   60;   35;   43;   70;   22;   20;    8
  225;20200611;   66;   61;   64;   80;    5;   40;   14
  225;20200612;   90;   39;   65;   80;    2;   30;   19
  225;20200613;   31;   26;   43;   70;   17;   20;    6
  225;20200614;  291;   18;   33;   60;   15;   20;    3
  225;20200615;  258;   22;   30;   50;    2;   10;   20
  225;20200616;   51;   16;   26;   50;   24;    0;    5
  225;20200617;   39;   48;   58;   80;   15;   40;    7
  225;20200618;  199;   15;   47;   90;    9;   10;   21
  225;20200619;  234;   48;   52;  100;   18;   10;    7
  225;20200620;  242;   42;   50;   90;    3;   10;   20
  225;20200621;  211;   55;   70;  100;   20;   40;    1
  225;20200622;  264;   31;   40;   70;    4;   20;   20
  225;20200623;  112;    3;   42;   60;   23;   30;   13
  225;20200624;   83;   58;   59;   80;   16;   40;    6
  225;20200625;   89;   62;   63;   80;    3;   50;    5
  225;20200626;  154;   33;   46;   70;   18;   20;   20
  225;20200627;  218;   74;   76;  140;   20;   30;    1
  225;20200628;  228;  146;  147;  160;   18;  130;    1
  225;20200629;  231;  146;  147;  170;   17;  120;    3
  225;20200630;  246;  116;  117;  150;    2;   60;   16
  225;20200701;  234;  102;  102;  120;   13;   80;    1
  225;20200702;  247;   86;   87;  100;    9;   50;   23
  225;20200703;  236;  108;  114;  170;   17;   40;    3
  225;20200704;  227;  162;  162;  180;   13;  150;   18
  225;20200705;  232;  158;  160;  190;    5;  140;   16
  225;20200706;  280;  114;  117;  170;    2;   50;   23
  225;20200707;  257;   45;   53;   80;    7;   10;   22
  225;20200708;   98;    8;   35;   60;    5;   20;    9
  225;20200709;  237;   89;   94;  130;   11;   20;    3
  225;20200710;  347;   55;   67;  100;    7;   30;   20
  225;20200711;  303;   40;   47;   70;   15;   20;    6
  225;20200712;  351;   28;   36;   50;   13;   20;    7
  225;20200713;  216;   34;   43;   70;   24;   20;    1
  225;20200714;  308;   35;   43;   60;   16;   20;    2
  225;20200715;  282;   36;   42;   60;    3;   20;    9
  225;20200716;  314;   53;   58;   80;   16;   40;    3
  225;20200717;  252;   22;   30;   50;   11;   10;   20
  225;20200718;  221;   29;   41;   70;   11;   10;   19
  225;20200719;  309;   24;   59;   90;   20;   30;    1
  225;20200720;  326;   56;   58;   70;    2;   50;    9
  225;20200721;  313;   52;   55;   70;   13;   30;    9
  225;20200722;  346;   25;   34;   50;    1;   10;   20
  225;20200723;  212;   72;   77;  100;    8;   30;    1
  225;20200724;  264;   49;   56;   90;    1;   30;   20
  225;20200725;  218;   98;  102;  120;   11;   70;    3
  225;20200726;  237;   99;  103;  120;    4;   80;   11
  225;20200727;  200;   69;   83;  150;   22;   50;    2
  225;20200728;  265;   98;  103;  130;    1;   70;   19
  225;20200729;  271;   65;   70;  120;    1;   10;   20
  225;20200730;  133;    7;   38;   50;    7;   30;    1
  225;20200731;  104;   51;   54;   70;   15;   30;    3
  225;20200801;  232;   48;   55;   80;    5;   40;    1
  225;20200802;  268;   42;   53;   70;    4;   30;   20
  225;20200803;  313;   17;   46;   70;   13;   20;    5
  225;20200804;  250;   26;   51;   90;   21;   20;   10
  225;20200805;  210;   66;   69;  120;    4;   20;   18
  225;20200806;  261;    3;   43;   70;   23;   30;   12
  225;20200807;   62;   23;   37;   60;    1;   20;    8
  225;20200808;   57;   26;   37;   60;   17;   10;    8
  225;20200809;   69;   68;   68;   90;   14;   40;    1
  225;20200810;   79;   64;   64;   90;    1;   50;    5
  225;20200811;   86;   48;   52;   80;    7;   10;   20
  225;20200812;   42;   26;   39;   70;   15;   10;    6
  225;20200813;   69;   21;   39;   50;    1;   20;    7
  225;20200814;  289;   21;   43;   80;   16;   20;    6
  225;20200815;  256;   11;   40;   50;    1;   30;   10
  225;20200816;   91;   29;   45;  120;   18;   20;    1
  225;20200817;  161;   11;   33;   90;   14;   20;    1
  225;20200818;  225;   58;   65;  100;   12;   40;    1
  225;20200819;  168;   52;   54;  100;   22;   30;   16
  225;20200820;  174;   40;   53;   90;    8;   20;   20
  225;20200821;  225;  102;  112;  150;   18;   30;    1
  225;20200822;  233;  145;  145;  160;   17;  130;    1
  225;20200823;  262;   99;  102;  130;    1;   50;   18
  225;20200824;  266;   71;   79;  110;   10;   20;   21
  225;20200825;  201;   97;  113;  230;   24;   40;    1
  225;20200826;  270;  158;  170;  230;    2;   50;   24
  225;20200827;  126;   21;   37;   60;   23;   10;    7
  225;20200828;  221;   72;   85;  150;    5;   40;   19
  225;20200829;  261;   65;   75;  110;    5;   20;   22
  225;20200830;   10;  109;  111;  150;    9;   50;   24
  225;20200831;   22;   46;   50;   70;    4;   30;   17
  225;20200901;   36;   14;   24;   40;    1;   10;    3
  225;20200902;  252;    6;   27;   50;   23;   10;    1
  225;20200903;  218;   94;  105;  150;   17;   50;    1
  225;20200904;  258;   75;   78;  100;   15;   60;    2
  225;20200905;  280;   84;   86;  100;    9;   60;   24
  225;20200906;  276;   67;   70;   90;    6;   40;   22
  225;20200907;  229;   83;   87;  120;   20;   40;    1
  225;20200908;  233;   81;   85;  110;    1;   60;   24
  225;20200909;  270;   57;   84;  100;    2;   60;   16
  225;20200910;  317;   27;   34;   70;    2;   10;   14
  225;20200911;  235;   51;   55;   90;   23;   20;    1
  225;20200912;  251;   83;   86;  120;    8;   60;   19
  225;20200913;  214;   81;   83;  110;    8;   30;   22
  225;20200914;   99;   28;   38;   70;   21;   20;    4
  225;20200915;   61;   15;   28;   40;    1;   10;    8
  225;20200916;   19;   72;   75;  100;   14;   50;    1
  225;20200917;   67;   75;   78;   90;    9;   50;    1
  225;20200918;   77;   85;   86;  110;   16;   60;    5
  225;20200919;   73;   82;   83;  100;    5;   70;    9
  225;20200920;   63;   71;   73;  100;    4;   50;   23
  225;20200921;   45;   34;   43;   70;    2;   10;   21
  225;20200922;  203;   26;   31;   70;   23;   10;    1
  225;20200923;  198;   82;   85;  120;   13;   50;    3
  225;20200924;  212;   91;  108;  170;    1;   30;   18
  225;20200925;  188;   68;   94;  160;   13;   20;   21
  225;20200926;    7;   77;   81;  180;   24;   10;    9
  225;20200927;   24;   67;   74;  180;    1;   10;   18
  225;20200928;  356;   37;   50;   80;    3;   20;   18
  225;20200929;  280;   25;   44;   80;    4;   20;   17
  225;20200930;  173;   52;   55;   80;    1;   40;   18
  225;20201001;  166;   52;   65;   90;   16;   50;    5
  225;20201002;   83;   82;   84;  120;   21;   40;    1
  225;20201003;  120;   48;   69;  120;    1;   30;   11
  225;20201004;  169;   78;   83;  150;   11;   30;    3
  225;20201005;  184;   73;   89;  120;   16;   70;    1
  225;20201006;  243;   87;  104;  150;    2;   50;   21
  225;20201007;  275;  106;  109;  130;    9;   90;    1
  225;20201008;  240;   74;  114;  180;   11;   60;   23
  225;20201009;  257;   66;   78;  120;   16;   30;    4
  225;20201010;  278;   76;   92;  140;    6;   20;   20
  225;20201011;  323;   87;   91;  110;   12;   70;    4
  225;20201012;  269;   30;   64;   90;    1;   40;    8
  225;20201013;  115;   48;   57;   70;   16;   40;    7
