date,avg_wind_speed_all_stations,station_count,hourly_record_count,vector_avg_wind_speed_all_stations,avg_wind_direction,avg_wind_speed_cubed,wind_direction_sin,wind_direction_cos
2022-02-19,11.264833333333334,5,120,9.79322976763412,253.9649775642887,1429.4675854512454,-0.9610930311560852,-0.2762248820494058
2022-02-20,11.877666666666666,5,120,10.992396566344318,238.15455504780536,1675.688925227296,-0.8494744633031706,-0.5276297339951477
2022-02-21,12.748333333333333,5,120,11.250814925589593,283.9487823520706,2071.8591687453704,-0.9705115965682546,0.2410544356085103
2022-02-22,8.229833333333334,5,120,7.047723286409867,262.6953990393447,557.4079012358287,-0.9918842358609335,-0.1271442592120142
2022-02-23,7.495666666666667,5,120,6.851759569827279,233.8533575611284,421.14417241862964,-0.8075099726036739,-0.5898539176318267
2022-02-24,9.443166666666666,5,120,7.991599395195289,240.77692242603536,842.0792472184213,-0.8727255065251223,-0.48821121480407303
2022-02-25,7.991416666666667,5,120,7.177468606283487,285.8918631355276,510.35376753430154,-0.9617802061899633,0.27382263416524166
2022-02-26,3.4310833333333335,5,120,2.4333620110861998,161.09913783589388,40.39185500272975,0.3239316544777398,-0.9460804845399329
2022-02-27,5.587166666666667,5,120,5.518581068267,134.03354463504604,174.41140475308796,0.7189329793823799,-0.6950793991742055
2022-02-28,5.2805,5,120,5.23834442274638,161.73825568656002,147.239773560125,0.3133584663223409,-0.9496349148931448
2022-03-01,2.6750833333333333,5,120,1.861327188142944,143.95498092467813,19.143085836979743,0.5884207405908806,-0.8085549035424122
2022-03-02,3.9271666666666665,5,120,3.8499509785114188,81.503355533827,60.56726997475462,0.9890245181407435,0.14775148904992497
2022-03-03,4.390916666666667,5,120,4.336930814322372,101.85541506735501,84.65752834222859,0.9786691474157052,-0.2054426924877513
2022-03-04,4.440416666666667,5,120,4.381508991624058,111.3234038211794,87.55302831257234,0.9315427712753379,-0.3636317715555993
2022-03-05,4.1531666666666665,5,120,3.4718562482402238,69.51018467898427,71.63711362758795,0.9367344259767701,0.3500408764558374
2022-03-06,5.441999999999999,5,120,5.337599780798428,43.87438441476894,161.16681088799993,0.6930796176624414,0.7208610431843879
2022-03-07,3.6049166666666665,5,120,3.4057835602398687,89.3320082114571,46.847421193853584,0.9999320386389351,0.01165839197245088
2022-03-08,5.5495,5,120,5.475251779623121,133.47658887354442,170.907675412375,0.7256555729840173,-0.6880581293737017
2022-03-09,4.559916666666667,5,120,4.517952698414257,150.78530653032294,94.81361769499945,0.4880835034581827,-0.872796937237973
2022-03-10,4.70625,5,120,4.653313213267396,139.962846026296,104.23773852539061,0.6432842230506514,-0.7656274605668999
2022-03-11,7.180000000000001,5,120,7.019060421136001,137.91284876412476,370.1462320000001,0.670260211617037,-0.7421261676582256
2022-03-12,6.19825,5,120,5.76933760755677,167.79293613000345,238.1262469571406,0.2114452982939317,-0.9773898330908657
2022-03-13,6.0142500000000005,5,120,5.763104802339925,156.40080305469917,217.54265801864068,0.4003361888246791,-0.9163683407436831
2022-03-14,4.210583333333333,5,120,3.757669489116954,224.0130428282827,74.64948247290681,-0.6948221031849608,-0.7191816494639082
2022-03-15,2.7246666666666663,5,120,2.225063112943027,145.3661756359976,20.22740340829629,0.5683295817655674,-0.8228010005403343
2022-03-16,5.382666666666666,5,120,5.172147906567041,135.62789394537532,155.95254199229626,0.6993154228837161,-0.7148132198812284
2022-03-17,5.709833333333333,5,120,4.471560418705356,262.9639102116829,186.1531094258287,-0.992469190998678,-0.1224945097481088
2022-03-18,3.539416666666667,5,120,1.7926826278649082,57.74723740266103,44.33993731355151,0.8457020917395638,0.5336552932627263
2022-03-19,6.5183333333333335,5,120,6.456333296524815,76.19967763836951,276.9553103287037,0.9711329378401916,0.2385389214402517
2022-03-20,5.093583333333333,5,120,3.733492869763321,102.95950972824392,132.15093719205265,0.97452879180359,-0.22426242205468852
2022-03-21,2.9448333333333334,5,120,1.8514915966349441,142.3316491509085,25.53772235791204,0.6110898893621216,-0.7915612087004958
2022-03-22,2.482666666666667,5,120,2.131293494447588,93.16048304246715,15.302248125629632,0.9984790268549383,-0.05513286615817754
2022-03-23,2.533,5,120,2.0275249669457733,65.28772747903781,16.251953436999997,0.9084186512730348,0.41806166293895014
2022-03-24,2.38375,5,120,1.7983165750712526,26.035725358260038,13.545096958984375,0.4389314822098606,0.8985205361732446
2022-03-25,3.02825,5,120,2.8905438894755013,30.540371183809157,27.76995510776562,0.5081453495123378,0.8612713299355692
2022-03-26,3.4621666666666666,5,120,3.072808846190814,24.848982553037843,41.499600138504626,0.4202279942334669,0.9074185543962154
2022-03-27,3.7511666666666668,5,120,3.6086931441491,41.480979200882416,52.78360906408797,0.6623713767043281,0.749175653183426
2022-03-28,2.5452500000000002,5,120,1.9849871741825336,33.31486204173035,16.48888687095313,0.5492396009022785,0.8356649213654394
2022-03-29,3.3745,5,120,3.206265699401875,54.43255106382048,38.42627596862499,0.8134313473965318,0.5816609348002175
2022-03-30,4.204916666666667,5,120,4.062540341158355,46.1204818220466,74.34849470635359,0.7207989396150637,0.6931442048014249
2022-03-31,8.422416666666667,5,120,8.126578550515308,33.85774442142804,597.4618344395307,0.5571328241469039,0.8304233957795837
2022-04-01,9.175833333333333,5,120,9.114458401273865,42.30232499668489,772.5677050526621,0.6730425263328833,0.7396037842976806
2022-04-02,5.925,5,120,5.842134272023907,30.361430651874173,208.00082812499997,0.5054530379852147,0.8628541165176864
2022-04-03,4.1042499999999995,5,120,3.1195181306692032,295.5486160087616,69.1355497455156,-0.9022196667553976,0.43127679385723894
2022-04-04,9.640333333333333,5,120,9.06561968199345,250.94305037593654,895.9342768133702,-0.9451945073710769,-0.32650779965499643
2022-04-05,6.733083333333334,5,120,6.424579156644306,263.29653645240523,305.2403682995215,-0.9931635949417013,-0.11673077435910527
2022-04-06,10.564666666666666,5,120,10.502805009114976,230.6460989251183,1179.1454964216293,-0.7732440135520342,-0.6341085833719188
2022-04-07,12.374833333333333,5,120,11.321346824402987,252.5827685049102,1895.0386650937453,-0.9541503499437964,-0.29932776299924263
2022-04-08,6.694,5,120,6.137525259395776,298.9325444789996,299.955703384,-0.8751898773770374,0.48377957639483543
2022-04-09,7.721583333333333,5,120,7.570391194164102,301.51305706122656,460.38279846480265,-0.8525210706915424,0.5226928582130678
2022-04-10,3.6242500000000004,5,120,2.6872233112556385,286.20736055996093,47.60520533551564,-0.9602578368797985,0.2791144688312131
2022-04-11,4.59275,5,120,4.3082639950591055,108.92542374609695,96.87649498142186,0.9459415344394384,-0.3243371909330793
2022-04-12,4.712999999999999,5,120,3.713818899855794,140.28208247796704,104.68689509699995,0.6390083927169834,-0.7691997621146651
2022-04-13,3.8925,5,120,3.815028434761134,235.94559444897942,58.977432703125004,-0.828506213906482,-0.5599798688509674
2022-04-14,2.9995,5,120,2.287792923802728,291.7121859400756,26.986502249874995,-0.9290539110135475,0.36994436126319225
2022-04-15,3.234,5,120,3.030822663009185,45.34964706479036,33.823616904,0.7114087017990571,0.7027785277059767
2022-04-16,4.154166666666667,5,120,4.030169947818772,96.57837526322123,71.6888724681713,0.9934160747550553,-0.11456222072855586
2022-04-17,4.1045,5,120,4.013337139751872,128.99243708656195,69.14818416612499,0.7772290235561584,-0.6292178040567039
2022-04-18,3.421583333333333,5,120,1.6963136489483641,154.42743440753338,40.057271625219315,0.4316538831690234,-0.9020393146338485
2022-04-19,4.156000000000001,5,120,3.6280139947142724,58.450533395612524,71.78382841600003,0.8521887448296834,0.5232345011422782
2022-04-20,5.1185,5,120,5.01662477913192,64.52585683004673,134.099797756625,0.9027794764162852,0.4301037281418727
2022-04-21,5.420583333333334,5,120,5.292674159397912,63.13779665370339,159.27150223311523,0.892095795884138,0.45184631343615766
2022-04-22,6.8220833333333335,5,120,6.745537008305276,69.03540903583718,317.5053593111256,0.9338017211218457,0.35779092446550237
2022-04-23,7.559833333333333,5,120,7.4722077240619535,75.58751479454952,432.05263982999526,0.9685289466312891,0.24890094322297304
2022-04-24,7.075333333333333,5,120,6.7991081662437,42.67779165893717,354.19360485837035,0.6778747596607265,0.7351774005061038
2022-04-25,5.806333333333333,5,120,5.644113114279861,38.67913015766459,195.75185818737032,0.6249583450685586,0.7806580986124262
2022-04-26,5.3155833333333335,5,120,5.045071554228802,6.025464119479693,150.1940724446777,0.10497045100691543,0.9944753412807201
2022-04-27,2.9996666666666667,5,120,2.487524539827149,5.966954107824279,26.991000999962964,0.10395484584050718,0.9945820177472928
2022-04-28,4.084583333333333,5,120,3.92902226280964,38.0674723950749,68.1464572212818,0.6165890218551313,0.7872851949120676
2022-04-29,4.886666666666667,5,120,4.726750777463833,34.46808479150258,116.69121096296297,0.5659470897997119,0.8244415634520357
2022-04-30,3.9993333333333334,5,120,3.7613092640502814,357.0542015947772,63.96800533303704,-0.05139123313223205,0.9986785975263256
2022-05-01,2.0161666666666664,5,120,0.9975249890901582,31.106555500999946,8.195572392004626,0.5166312953495545,0.8562079797954708
2022-05-02,3.1333333333333333,5,120,2.4759693760488126,12.050289998709388,30.76237037037037,0.2087701562576583,0.9779647344644657
2022-05-03,3.829833333333333,5,120,3.725379050926195,10.410544120836619,56.17455286916203,0.18070014848198235,0.9835382332876488
2022-05-04,1.7433333333333332,5,120,0.5160042749533799,326.1731739490972,5.298358037037036,-0.5566846238618454,0.8307239189741654
2022-05-05,2.472583333333333,5,120,1.2619422861679355,268.576688772477,15.116554443698492,-0.9996914666204337,-0.024838912341048798
2022-05-06,3.23,5,120,2.9546368710545594,244.8331340272303,33.698267,-0.9050731284095939,-0.4252559608410808
2022-05-07,4.156833333333333,5,120,3.0361506772034756,356.6744589894928,71.82701791491203,-0.05800905677679695,0.9983160568336394
2022-05-08,4.64075,5,120,4.482485881594053,31.8992845789881,99.94579343042186,0.5284277340367597,0.8489782858829639
2022-05-09,2.4796666666666667,5,120,0.9109673136126566,121.32011045606691,15.24684242662963,0.8542764295823744,-0.5198189895146103
2022-05-10,6.355166666666666,5,120,5.814298715957519,222.2505084767947,256.6733824170879,-0.6723733765437193,-0.7402121604750882
2022-05-11,7.35925,5,120,6.934440182799384,238.97458777035268,398.56638681957816,-0.8569387830679993,-0.5154182011473173
2022-05-12,5.608833333333333,5,120,5.433472279820747,252.55744390684754,176.448351555912,-0.9540179545875676,-0.2997494659287218
2022-05-13,7.3515,5,120,7.210263288742797,246.06895838342294,397.30852586587497,-0.9140343241008367,-0.4056368503545093
2022-05-14,3.10825,5,120,1.9047484409675428,289.7288167321886,30.029481042765624,-0.9413008847435763,0.3375687254189291
2022-05-15,4.792916666666667,5,120,4.611041227021957,83.89274517838396,110.10312214460359,0.9943244809498728,0.10638997407540857
2022-05-16,5.564916666666666,5,120,3.2238343711220234,211.0640542346348,172.33599493468685,-0.5159960292920277,-0.8565909745933942
2022-05-17,2.8793333333333333,5,120,0.5033479469191873,212.93484564998678,23.871287039703702,-0.5436849821898039,-0.8392893661552449
2022-05-18,3.653583333333333,5,120,0.5114334964710321,255.9377729469541,48.77048252205265,-0.9700324106981145,-0.2429755588432804
2022-05-19,4.170916666666667,5,120,1.600497539013534,230.3260725326252,72.55954298764526,-0.7696901476545462,-0.6384176349408925
2022-05-20,4.250416666666667,5,120,1.7000516401770667,249.72770077338822,76.78820533861403,-0.9380565578686243,-0.3464821701612772
2022-05-21,5.742,5,120,5.444735987199297,263.2726499645978,189.316978488,-0.9931148438253893,-0.11714481197932994
2022-05-22,2.4155,5,120,1.0685865162390495,140.55562278753325,14.093573523875003,0.6353288269095215,-0.7722417249137548
2022-05-23,4.10075,5,120,0.8069660073008449,252.68935669485472,68.95882941917186,-0.954705542459981,-0.297552225997712
2022-05-24,6.462000000000001,5,120,6.229793785164024,244.65120881418488,269.8366031280001,-0.9037182981151818,-0.42812759505993003
2022-05-25,7.836166666666667,5,120,7.711730640421483,231.54711962287968,481.18379515700474,-0.7831198435508447,-0.6218708150708638
2022-05-26,7.789583333333334,5,120,7.602664782928732,250.2145699544156,472.6532879322194,-0.9409668774432222,-0.3384986492657721
2022-05-27,7.125,5,120,6.994057074068197,290.2670357511681,361.705078125,-0.9380883834868192,0.3463959941556575
2022-05-28,7.175833333333333,5,120,7.022965635255122,327.56798885672004,369.50220088599536,-0.5362984372097624,0.8440284273923281
2022-05-29,5.665666666666667,5,120,5.564064577556026,348.6922070296805,181.86664662862964,-0.1960795187619711,0.9805879982551662
2022-05-30,2.4346666666666668,5,120,1.4841415184089184,308.87965822947876,14.431734461629631,-0.7784660457452518,0.6276867177356484
2022-05-31,2.7222500000000003,5,120,1.482586868283925,161.67874998937054,20.173628521390633,0.3143445598024964,-0.9493089579913248
2022-06-01,3.9354999999999998,5,120,3.1176142537059994,288.3230637437165,60.95365466387499,-0.9492990067455995,0.31437461060304817
2022-06-02,3.352,5,120,2.305354934263599,5.798784774694923,37.662750208,0.10103519605603219,0.994882851977015
2022-06-03,5.609666666666667,5,120,5.416918801327709,60.94975975846404,176.52701076996294,0.8741942619399138,0.4855763507331566
2022-06-04,6.565833333333333,5,120,6.526647602861941,52.61567271971404,283.054173865162,0.7945807327409249,0.6071585123811531
2022-06-05,5.39075,5,120,3.0413521558762184,50.229603827691164,156.65619532104685,0.7686141556365316,0.639712654052694
2022-06-06,7.397583333333333,5,120,7.066158988784923,248.2006738713347,404.8271196400527,-0.9284901945753883,-0.3713569153487756
2022-06-07,5.565416666666667,5,120,5.13720892362795,258.3177541000004,172.38245155475983,-0.9792856008017102,-0.20248385630077637
2022-06-08,4.913666666666667,5,120,4.260528125295107,212.73793450891077,118.63615818596297,-0.5407973512384328,-0.8411529140967742
2022-06-09,4.892166666666666,5,120,4.368864805016194,258.4632656498266,117.08566652767128,-0.9797966813961131,-0.1999961577760027
2022-06-10,5.6931666666666665,5,120,5.495953824091246,223.36956624162826,184.5277531559213,-0.686701479744678,-0.7269395282390892
2022-06-11,5.7620000000000005,5,120,5.593188173190908,241.83587447306866,191.30211072800006,-0.8815991564049157,-0.47199886379751066
2022-06-12,4.710333333333334,5,120,4.524178341459869,260.6006048790516,104.50929667003706,-0.9865738858055746,-0.16331554686094366
2022-06-13,4.849083333333334,5,120,4.606615689657649,300.68049142316073,114.01945035027143,-0.8600260559466373,0.5102501181703651
2022-06-14,3.1645833333333333,5,120,1.0108449565693223,328.4062345555434,31.69199724211516,-0.5238932234609933,0.8517839458522622
2022-06-15,3.6800833333333336,5,120,3.2507249642779437,52.95044149791045,49.83941767666725,0.7981146660200283,0.602505584939873
2022-06-16,2.0469166666666667,5,120,1.0431793178939843,62.579886138018196,8.576310313395256,0.8876537758644616,0.46051142677849394
2022-06-17,4.78225,5,120,4.237502078763298,203.27534551332803,109.36965130764065,-0.3951502566703773,-0.9186165003162826
2022-06-18,4.6594999999999995,5,120,3.4883178009814166,357.6555201643665,101.16212609487496,-0.04090747453719157,0.9991629389278753
2022-06-19,5.3755,5,120,4.96773835449769,6.566993932061507,155.330449343875,0.11436488460974484,0.9934388119900489
2022-06-20,4.937666666666667,5,120,4.647029870066983,343.8035946812944,120.38303947396298,-0.27893085760145453,0.9603111874167233
2022-06-21,2.6481666666666666,5,120,1.4226475768405618,7.411555520460922,18.571027964671295,0.12899559605999478,0.9916451664769645
2022-06-22,3.5347500000000003,5,120,3.2738787519691717,32.41440430527291,44.164783869046886,0.5360390442402061,0.8441931905968244
2022-06-23,3.4535,5,120,1.7302599080211611,92.87103212995339,41.188728080375,0.9987448085557429,-0.05008799639586808
2022-06-24,3.44375,5,120,2.567924201074498,237.33356431880395,40.84085717773438,-0.8418271145699773,-0.539747264166097
2022-06-25,3.8433333333333333,5,120,2.3592845322473734,209.80874072891854,56.77068803703703,-0.4971063367677222,-0.8676896276580561
2022-06-26,3.675,5,120,3.0163707318378448,209.54940556386168,49.633171874999995,-0.4931738757438657,-0.8699307606262547
2022-06-27,2.9135,5,120,1.982464826769058,232.23484620422988,24.731193035375,-0.7905276246419396,-0.6124263830681796
2022-06-28,3.2619166666666666,5,120,1.8124788711794693,209.99452140136552,34.707120634957754,-0.4999171887250156,-0.8660732096175687
2022-06-29,3.5155000000000003,5,120,0.8437247570680052,103.13769962701349,43.44715134887501,0.9738266238320178,-0.22729211758425266
2022-06-30,4.114166666666667,5,120,2.6946454904312476,270.82611842261036,69.63789638483797,-0.9998960554245232,0.014417986907985618
2022-07-01,6.087083333333334,5,120,5.9892447788785335,231.1322910700315,225.54216352206316,-0.778596935779347,-0.6275243513960327
2022-07-02,4.400833333333334,5,120,3.9511388256386804,217.56304210551528,85.2324091672454,-0.6096339809145431,-0.7926830446744061
2022-07-03,4.2482500000000005,5,120,3.9769004506749215,259.4088130965388,76.67083591651566,-0.982963632467816,-0.18380015572810646
2022-07-04,4.2781666666666665,5,120,4.0611416562566545,260.4720529570201,78.30204395050461,-0.9862049792863202,-0.16552866468037733
2022-07-05,4.446666666666667,5,120,3.980633505607389,296.4555588716434,87.92324829629632,-0.8952801830229117,0.4455035284781275
2022-07-06,5.147166666666666,5,120,4.712147197354127,267.1816668013169,136.36555775642125,-0.9987904555214884,-0.049169359963067906
2022-07-07,8.09775,5,120,7.717997784952591,328.135604101453,530.9982555073593,-0.5279106742527845,0.8492998999234431
2022-07-08,3.6262499999999998,5,120,3.416381342121194,291.957835657954,47.684059962890615,-0.9274592789426245,0.37392417132786027
2022-07-09,5.6354999999999995,5,120,5.045242521681198,332.0906801830697,178.97705693887497,-0.4680735627047059,0.8836895042360319
2022-07-10,4.617,5,120,4.317261134981195,316.7415617616274,98.419153113,-0.6852902537608521,0.7282700516294673
2022-07-11,2.786583333333333,5,120,2.2988808934889313,355.07156663722,21.63794964324016,-0.08591135472923872,0.996302784864414
2022-07-12,2.952833333333333,5,120,2.179249539916567,196.63103181657377,25.746417318578693,-0.2862073600490618,-0.9581677029903204
2022-07-13,4.292583333333334,5,120,2.650709215100553,311.79279267106136,79.09630668161519,-0.745559837983994,0.6664386903423906
2022-07-14,3.778,5,120,3.33964820433224,331.93499277939054,53.924466952,-0.4704730439391309,0.8824143669085678
2022-07-15,4.2945,5,120,3.754842800428096,280.38820762878385,79.20230505862502,-0.9836086036560553,0.1803167069735503
2022-07-16,4.5601666666666665,5,120,4.048646265553399,342.8346272676262,94.82921318000461,-0.2951306642058571,0.9554569017205379
2022-07-17,2.039083333333333,5,120,0.7993263603591333,137.0960828978985,8.478224741729743,0.6807709486367339,-0.7324963586887251
2022-07-18,2.3953333333333333,5,120,1.4873512633469057,174.53808940625754,13.74351669837037,0.09518400638141115,-0.9954596952811217
2022-07-19,4.013083333333333,5,120,3.832138037515127,136.95619401578261,64.63005632285474,0.6825573234806424,-0.7308320601635794
2022-07-20,5.378916666666667,5,120,4.740432791624715,234.54914142329037,155.62682164081195,-0.8146132759571497,-0.5800044919087788
2022-07-21,5.533,5,120,3.982198370780657,316.450204259128,169.38775443700004,-0.6889847382442229,0.7247758484293884
2022-07-22,2.990666666666667,5,120,2.683035962380957,351.1555151166546,26.748783186962967,-0.15375305820301427,0.9881093042235867
2022-07-23,2.4238333333333335,5,120,0.632238102935236,307.52469391173224,14.239943337995374,-0.793090896487889,0.6091032998663171
2022-07-24,4.962583333333333,5,120,4.660497742153976,214.88201290665697,122.21469772057347,-0.5718883716955595,-0.8203314514995762
2022-07-25,6.7044999999999995,5,120,6.474298594080349,242.06342365723896,301.36942211612495,-0.8834667341140148,-0.4684938950657914
2022-07-26,5.382083333333333,5,120,4.961182093254368,337.57986918813265,155.90184456112556,-0.3813951910992267,0.9244120878733598
2022-07-27,4.127666666666666,5,120,3.7574222407043822,5.804677750967926,70.32566614396295,0.10113752105207405,0.9948724550591604
2022-07-28,4.643416666666667,5,120,4.508215773378143,69.37450645464116,100.11818493655153,0.9359028924436776,0.3522581097938811
2022-07-29,4.208916666666666,5,120,3.423139660088991,21.918838012971946,74.5608724964369,0.3732928213786695,0.9277135708326966
2022-07-30,3.1136666666666666,5,120,2.051344842254133,275.0895406037735,30.18674958596296,-0.9960572765482978,0.08871246719141433
2022-07-31,5.98975,5,120,5.0796490870480975,247.46489502710472,214.89489004810937,-0.9236448899856221,-0.3832494190516772
2022-08-01,3.4571666666666667,5,120,2.6028883968061507,9.589374664588036,41.32006070558796,0.166585893756575,0.9860269468941115
2022-08-02,5.9175,5,120,5.12825961689222,214.95567853984687,207.21195098437505,-0.572942605309007,-0.8195954923141827
2022-08-03,4.591583333333333,5,120,4.274393514507107,225.3449096772498,96.80268699959433,-0.711350591522954,-0.7028373467168229
2022-08-04,3.604833333333333,5,120,2.330061254565617,310.4806205676178,46.84417241291203,-0.7606255880966736,0.6491908153482991
2022-08-05,4.9039166666666665,5,120,4.457648492675112,334.73898884887114,117.93134306216608,-0.4267425509741279,0.904373150413088
2022-08-06,3.216416666666667,5,120,2.807424007026406,332.7981331562795,33.27491169107235,-0.45712690628689134,0.889401479394191
2022-08-07,2.6545833333333335,5,120,1.84359370795041,334.9299139869201,18.706351476490166,-0.4237265696873501,0.9057901490637835
2022-08-08,3.5676666666666668,5,120,3.176489451692304,8.296328356425477,45.4101369972963,0.1442927896464854,0.9895350377101536
2022-08-09,4.114,5,120,3.930017510634988,35.19564893035374,69.629433544,0.5763702601226707,0.8171886705321636
2022-08-10,4.324416666666666,5,120,4.20518836375324,55.566842357863266,80.86909769615563,0.8247864080590289,0.5654444102483329
